Fecha;Temporada;Club de origen;Club Comprador;Valor pagado;Valor Estimado;Déficit;Jugador
14-01-2016;15/16;Basel;Arsenal;$12,500,000.00;$4,000,000.00;212,5;Mohamed Elneny
12-01-2016;15/16;Swansea;Newcastle;$16,000,000.00;$12,000,000.00;33,33;Jonjo Shelvey
06-01-2016;15/16;Red Star;Liverpool;$7,000,000.00;$3,000,000.00;133,33;Marko Grujić
04-01-2016;15/16;Birmingham;Leicester;$5,100,000.00;$4,000,000.00;27,5;Demarai Gray
01-09-2015;15/16;River Plate;Everton;$12,200,000.00;$6,000,000.00;103,33;Ramiro Funes Mori
01-09-2015;15/16;Nott'm Forest;West Ham;$9,500,000.00;$2,500,000.00;280;Michail Antonio
01-09-2015;15/16;Swindon Town;Wolves;$1,350,000.00;$300,000.00;350;Nathan Byrne
01-09-2015;15/16;FC Nantes;Chelsea;$3,500,000.00;$6,500,000.00;-46,15;Papy Djilobodji
01-09-2015;15/16;Celtic;Southampton;$15,700,000.00;$5,000,000.00;214;Virgil van Dijk
01-09-2015;15/16;Monaco;Man Utd;$60,000,000.00;$8,000,000.00;650;Anthony Martial
31-08-2015;15/16;Bristol City;Fulham;$250,000.00;$250,000.00;0;Ryan Fredericks
30-08-2015;15/16;Wolfsburg;Man City;$76,000,000.00;$45,000,000.00;68,89;Kevin De Bruyne
29-08-2015;15/16;Man Utd;West Brom;$8,300,000.00;$6,000,000.00;38,33;Jonny Evans
28-08-2015;15/16;Ponferradina;Man City;$550,000.00;$500,000.00;10;Rubén Sobrino
28-08-2015;15/16;Girona;Man City;$300,000.00;$800,000.00;-62,5;Florian Lejeune
22-08-2015;15/16;Fluminense;Chelsea;$8,000,000.00;$6,000,000.00;33,33;Kenedy
20-08-2015;15/16;Valencia;Man City;$44,500,000.00;$25,000,000.00;78;Nicolás Otamendi
20-08-2015;15/16;Barcelona;Chelsea;$27,000,000.00;$20,000,000.00;35;Pedro
20-08-2015;15/16;Bolton;Fulham;$1,700,000.00;$1,500,000.00;13,33;Tim Ream
19-08-2015;15/16;SSC Napoli;Leicester;$7,000,000.00;$7,500,000.00;-6,67;Gökhan Inler
19-08-2015;15/16;Marseille;Newcastle;$18,350,000.00;$12,000,000.00;52,92;Florian Thauvin
16-08-2015;15/16;Augsburg;Chelsea;$26,000,000.00;$10,000,000.00;160;Abdul Rahman Baba
14-08-2015;15/16;Barcelona B;Aston Villa;$10,000,000.00;$5,000,000.00;100;Adama Traoré
13-08-2015;15/16;Barnsley;Everton;$1,400,000.00;$75,000.00;1766,67;Mason Holgate
12-08-2015;15/16;Chelsea;Southampton;$7,000,000.00;$2,500,000.00;180;Oriol Romeu
11-08-2015;15/16;Inter;Stoke City;$17,000,000.00;$17,000,000.00;0;Xherdan Shaqiri
10-08-2015;15/16;Zenit S-Pb;West Brom;$17,000,000.00;$15,000,000.00;13,33;Salomón Rondón
07-08-2015;15/16;Espanyol;Middlesbrough;$3,000,000.00;$4,000,000.00;-25;Cristhian Stuani
06-08-2015;15/16;Northampton;Newcastle;$360,000.00;$150,000.00;140;Ivan Toney
03-08-2015;15/16;SM Caen;Leicester;$9,000,000.00;$4,500,000.00;100;N'Golo Kanté
31-07-2015;15/16;FC Nantes;Aston Villa;$10,000,000.00;$8,000,000.00;25;Jordan Veretout
30-07-2015;15/16;RSC Anderlecht;Newcastle;$12,000,000.00;$8,000,000.00;50;Chancel Mbemba
27-07-2015;15/16;FC Lorient;Aston Villa;$12,000,000.00;$6,000,000.00;100;Jordan Ayew
23-07-2015;15/16;QPR;Crystal Palace;$4,900,000.00;$2,500,000.00;96;Alex McCarthy
21-07-2015;15/16;RSC Anderlecht;Newcastle;$18,500,000.00;$11,000,000.00;68,18;Aleksandar Mitrović
18-07-2015;15/16;OGC Nice;Aston Villa;$11,000,000.00;$4,000,000.00;175;Jordan Amavi
15-07-2015;15/16;Feyenoord;Southampton;$15,000,000.00;$10,000,000.00;50;Jordy Clasie
14-07-2015;15/16;Liverpool;Man City;$63,700,000.00;$40,000,000.00;59,25;Raheem Sterling
13-07-2015;15/16;Stoke City;Chelsea;$11,000,000.00;$12,000,000.00;-8,33;Asmir Begovic
13-07-2015;15/16;Southampton;Man Utd;$35,000,000.00;$28,000,000.00;25;Morgan Schneiderlin
11-07-2015;15/16;PSV;Newcastle;$20,000,000.00;$15,000,000.00;33,33;Georginio Wijnaldum
11-07-2015;15/16;Torino;Man Utd;$18,000,000.00;$12,000,000.00;50;Matteo Darmian
10-07-2015;15/16;Juventus;West Ham;$11,000,000.00;$9,000,000.00;22,22;Angelo Ogbonna
10-07-2015;15/16;Lille;Aston Villa;$9,000,000.00;$7,500,000.00;20;Idrissa Gueye
06-07-2015;15/16;Bursaspor;Man City;$4,400,000.00;$3,200,000.00;37,5;Enes Ünal
03-07-2015;15/16;Huddersfield;Wolves;$2,800,000.00;$750,000.00;273,33;Conor Coady
01-07-2015;15/16;1.FSV Mainz 05;Leicester;$11,000,000.00;$8,000,000.00;37,5;Shinji Okazaki
01-07-2015;15/16;Hannover 96;Stoke City;$8,000,000.00;$6,000,000.00;33,33;Joselu
01-07-2015;15/16;Southampton;Liverpool;$17,700,000.00;$17,000,000.00;4,12;Nathaniel Clyne
01-07-2015;15/16;Sampdoria;West Ham;$6,000,000.00;$8,000,000.00;-25;Pedro Obiang
01-07-2015;15/16;Liverpool;Sunderland;$2,800,000.00;$2,500,000.00;12;Sebastián Coates
01-07-2015;15/16;Sporting;Southampton;$7,000,000.00;$9,500,000.00;-26,32;Cédric Soares
01-07-2015;15/16;Blackburn;Fulham;$4,200,000.00;$3,000,000.00;40;Tom Cairney
01-07-2015;15/16;Málaga CF;Southampton;$7,000,000.00;$7,000,000.00;0;Juanmi
01-07-2015;15/16;Barcelona;Everton;$6,000,000.00;$6,000,000.00;0;Gerard Deulofeu
01-07-2015;15/16;Burnley;Liverpool;$8,300,000.00;$12,000,000.00;-30,83;Danny Ings
01-07-2015;15/16;Midtjylland;Stoke City;$600,000.00;$750,000.00;-20;Jakob Haugaard
01-07-2015;15/16;PSV;Man Utd;$34,000,000.00;$28,000,000.00;21,43;Memphis Depay
01-07-2015;15/16;Charlton;Liverpool;$4,900,000.00;$2,500,000.00;96;Joe Gomez
02-02-2015;14/15;Fiorentina;Chelsea;$31,000,000.00;$32,000,000.00;-3,13;Juan Cuadrado
02-02-2015;14/15;Man Utd;Crystal Palace;$3,800,000.00;$8,000,000.00;-52,5;Wilfried Zaha
01-02-2015;14/15;LOSC Lille;Crystal Palace;$5,300,000.00;$3,500,000.00;51,43;Pape Souaré
28-01-2015;14/15;Villarreal;Arsenal;$15,000,000.00;$8,000,000.00;87,5;Gabriel Paulista
16-01-2015;14/15;HNK Rijeka;Leicester;$9,000,000.00;$4,500,000.00;100;Andrej Kramaric
13-01-2015;14/15;Valencia;Aston Villa;$4,200,000.00;$6,000,000.00;-30;Carles Gil
01-01-2015;14/15;Middlesbrough;Blackburn;$1,130,000.00;$1,000,000.00;13;Jason Steele
01-09-2014;14/15;Ajax;Man Utd;$17,500,000.00;$12,000,000.00;45,83;Daley Blind
01-09-2014;14/15;Man Utd;Arsenal;$20,000,000.00;$17,000,000.00;17,65;Danny Welbeck
01-09-2014;14/15;Salzburg;Southampton;$23,000,000.00;$7,500,000.00;206,67;Sadio Mané
26-08-2014;14/15;Real Madrid;Man Utd;$75,000,000.00;$50,000,000.00;50;Ángel Di María
26-08-2014;14/15;Chelsea U21;Wolves;$1,250,000.00;$1,000,000.00;25;George Saville
25-08-2014;14/15;AC Milan;Liverpool;$20,000,000.00;$27,000,000.00;-25,93;Mario Balotelli
20-08-2014;14/15;Sporting;Man Utd;$20,000,000.00;$12,000,000.00;66,67;Marcos Rojo
13-08-2014;14/15;Sevilla FC;Liverpool;$18,000,000.00;$15,000,000.00;20;Alberto Moreno
11-08-2014;14/15;Porto;Man City;$45,000,000.00;$28,000,000.00;60,71;Eliaquim Mangala
09-08-2014;14/15;Celtic;Southampton;$12,500,000.00;$4,500,000.00;177,78;Fraser Forster
09-08-2014;14/15;Nott'm Forest;Newcastle;$5,000,000.00;$1,000,000.00;400;Karl Darlow
09-08-2014;14/15;Nott'm Forest;Newcastle;$5,000,000.00;$600,000.00;733,33;Jamaal Lascelles
05-08-2014;14/15;Rosenborg;West Brom;$2,400,000.00;$1,000,000.00;140;Cristian Gamboa
30-07-2014;14/15;Chelsea;Everton;$35,360,000.00;$25,000,000.00;41,44;Romelu Lukaku
29-07-2014;14/15;LOSC Lille;Liverpool;$12,630,000.00;$1,000,000.00;1163;Divock Origi
28-07-2014;14/15;Ferencváros;Everton;$4,800,000.00;$2,500,000.00;92;Muhamed Besic
28-07-2014;14/15;Southampton;Arsenal;$20,230,000.00;$2,000,000.00;911,5;Calum Chambers
27-07-2014;14/15;Southampton;Liverpool;$25,300,000.00;$12,000,000.00;110,83;Dejan Lovren
27-07-2014;14/15;Nice;Arsenal;$4,000,000.00;$5,000,000.00;-20;David Ospina
25-07-2014;14/15;Chelsea;Sunderland;$1,900,000.00;$3,500,000.00;-45,71;Patrick van Aanholt
17-07-2014;14/15;Pachuca;West Ham;$15,000,000.00;$1,600,000.00;837,5;Enner Valencia
15-07-2014;14/15;Real Murcia;Middlesbrough;$2,250,000.00;$1,200,000.00;87,5;Kike García
15-07-2014;14/15;Benfica;Liverpool;$25,000,000.00;$10,000,000.00;150;Lazar Markovic
13-07-2014;14/15;Montpellier;Newcastle;$10,000,000.00;$10,000,000.00;0;Rémy Cabella
10-07-2014;14/15;Barcelona;Arsenal;$42,500,000.00;$30,000,000.00;41,67;Alexis Sánchez
09-07-2014;14/15;Hajduk Split;Chelsea;$2,500,000.00;$3,000,000.00;-16,67;Mario Pašalić
08-07-2014;14/15;FC Twente;Southampton;$14,000,000.00;$10,000,000.00;40;Dušan Tadić
03-07-2014;14/15;Ipswich;West Ham;$4,750,000.00;$1,500,000.00;216,67;Aaron Cresswell
01-07-2014;14/15;Southampton;Liverpool;$31,000,000.00;$7,500,000.00;313,33;Adam Lallana
01-07-2014;14/15;FC Porto;Man City;$15,000,000.00;$17,500,000.00;-14,29;Fernando
01-07-2014;14/15;RSC Anderlecht;West Ham;$7,500,000.00;$7,000,000.00;7,14;Cheikhou Kouyaté
01-07-2014;14/15;Athletic Club;Man Utd;$36,000,000.00;$20,000,000.00;80;Ander Herrera
01-07-2014;14/15;Racing Club;Man City;$2,500,000.00;$4,000,000.00;-37,5;Bruno Zuculini
01-07-2014;14/15;Leverkusen;Liverpool;$12,000,000.00;$7,500,000.00;60;Emre Can
01-07-2014;14/15;Newcastle;Fulham;$250,000.00;$750,000.00;-66,67;Adam Taggart
01-07-2014;14/15;Southampton;Man Utd;$37,500,000.00;$13,000,000.00;188,46;Luke Shaw
01-07-2014;14/15;CD Tenerife;Newcastle;$2,000,000.00;$1,000,000.00;100;Ayoze Pérez
31-01-2014;13/14;Wolves;Crystal Palace;$3,650,000.00;$2,500,000.00;46;Wayne Hennessey
31-01-2014;13/14;Saint-Étienne;Chelsea;$14,600,000.00;$7,500,000.00;94,67;Kurt Zouma
26-01-2014;13/14;Basel;Chelsea;$16,500,000.00;$8,500,000.00;94,12;Mohamed Salah
24-01-2014;13/14;Chelsea;Man Utd;$44,730,000.00;$38,000,000.00;17,71;Juan Mata
15-01-2014;13/14;Benfica;Chelsea;$25,000,000.00;$27,000,000.00;-7,41;Nemanja Matić
13-01-2014;13/14;Wigan;Wolves;$360,000.00;$250,000.00;44;Nouha Dicko
11-01-2014;13/14;Le Havre AC;Leicester;$500,000.00;$750,000.00;-33,33;Riyad Mahrez
02-09-2013;13/14;Werder Bremen;Stoke City;$2,800,000.00;$7,000,000.00;-60;Marko Arnautovic
02-09-2013;13/14;Wigan;Everton;$15,300,000.00;$7,500,000.00;104;James McCarthy
02-09-2013;13/14;Paris SG;Liverpool;$19,000,000.00;$15,000,000.00;26,67;Mamadou Sakho
28-08-2013;13/14;Anzhi;Chelsea;$35,500,000.00;$30,000,000.00;18,33;Willian
22-08-2013;13/14;Panathinaikos;Sunderland;$3,000,000.00;$2,000,000.00;50;Charalampos Mavrias
01-08-2013;13/14;NK Zadar;Chelsea;$2,450,000.00;$400,000.00;512,5;Stipe Perica
23-07-2013;13/14;O'Higgins;Chelsea;$1,900,000.00;$75,000.00;2433,33;Cristian Cuevas
19-07-2013;13/14;Fiorentina;Man City;$26,000,000.00;$28,000,000.00;-7,14;Stevan Jovetić
18-07-2013;13/14;Sevilla FC;Crystal Palace;$2,000,000.00;$2,500,000.00;-20;José Campaña
17-07-2013;13/14;Sevilla FC;Man City;$25,000,000.00;$20,000,000.00;25;Álvaro Negredo
09-07-2013;13/14;Atlético;Everton;$4,000,000.00;$3,000,000.00;33,33;Joel Robles
04-07-2013;13/14;Vitesse;Chelsea;$9,400,000.00;$8,000,000.00;17,5;Marco van Ginkel
03-07-2013;13/14;Arsenal;Sunderland;$2,400,000.00;$1,000,000.00;140;Vito Mannone
03-07-2013;13/14;Peterborough;Crystal Palace;$5,300,000.00;$750,000.00;606,67;Dwight Gayle
01-07-2013;13/14;Sevilla FC;Man City;$20,000,000.00;$20,000,000.00;0;Jesús Navas
01-07-2013;13/14;Lyon;Southampton;$10,000,000.00;$7,000,000.00;42,86;Dejan Lovren
01-07-2013;13/14;Sunderland;Liverpool;$10,600,000.00;$5,500,000.00;92,73;Simon Mignolet
01-07-2013;13/14;IFK Göteborg;Sunderland;$1,750,000.00;$1,000,000.00;75;David Moberg Karlsson
01-07-2013;13/14;Celta de Vigo;Liverpool;$10,800,000.00;$9,000,000.00;20;Iago Aspas
01-07-2013;13/14;Aalborg BK;Aston Villa;$1,500,000.00;$1,500,000.00;0;Nicklas Helenius
01-07-2013;13/14;Sevilla FC;Aston Villa;$2,000,000.00;$1,500,000.00;33,33;Antonio Luna
01-07-2013;13/14;Sevilla FC;Liverpool;$8,000,000.00;$5,000,000.00;60;Luis Alberto
31-01-2013;12/13;Birmingham;Stoke City;$3,800,000.00;$1,000,000.00;280;Jack Butland
31-01-2013;12/13;Servette FC;Newcastle;$1,000,000.00;$50,000.00;1900;Kevin Mbabu
31-01-2013;12/13;Barnsley;Everton;$3,500,000.00;$100,000.00;3400;John Stones
30-01-2013;12/13;Inter;Liverpool;$13,000,000.00;$9,000,000.00;44,44;Philippe Coutinho
25-01-2013;12/13;Crystal Palace;Man Utd;$11,750,000.00;$3,500,000.00;235,71;Wilfried Zaha
24-01-2013;12/13;AS Nancy;Newcastle;$2,500,000.00;$2,000,000.00;25;Massadio Haïdara
21-01-2013;12/13;Toulouse;Newcastle;$2,000,000.00;$10,000,000.00;-80;Moussa Sissoko
01-01-2013;12/13;West Brom;Leicester;$1,230,000.00;$1,000,000.00;23;Chris Wood
31-08-2012;12/13;Blackburn;Stoke City;$4,400,000.00;$4,500,000.00;-2,22;Steven Nzonzi
31-08-2012;12/13;Kilmarnock FC;Everton;$250,000.00;$150,000.00;66,67;Matty Kennedy
31-08-2012;12/13;Fiorentina;Man City;$15,200,000.00;$5,500,000.00;176,36;Matija Nastasić
30-08-2012;12/13;VVV-Venlo;Southampton;$2,800,000.00;$1,250,000.00;124;Maya Yoshida
24-08-2012;12/13;Marseille;Chelsea;$8,800,000.00;$7,500,000.00;17,33;César Azpilicueta
24-08-2012;12/13;Wigan;Chelsea;$11,500,000.00;$6,500,000.00;76,92;Victor Moses
24-08-2012;12/13;Bristol City;Crystal Palace;$630,000.00;$250,000.00;152;Yannick Bolasie
15-08-2012;12/13;U. de Chile;Man Utd;$5,500,000.00;$150,000.00;3566,67;Ángelo Henríquez
10-08-2012;12/13;Swansea;Liverpool;$19,000,000.00;$4,000,000.00;375;Joe Allen
07-08-2012;12/13;Málaga CF;Arsenal;$19,000,000.00;$20,000,000.00;-5;Santi Cazorla
24-07-2012;12/13;Lens;Chelsea;$500,000.00;$500,000.00;0;Thorgan Hazard
18-07-2012;12/13;Crystal Palace;Southampton;$3,200,000.00;$2,000,000.00;60;Nathaniel Clyne
17-07-2012;12/13;Leeds;Bolton;$320,000.00;$500,000.00;-36;Andy Lonergan
06-07-2012;12/13;Rangers;Southampton;$1,000,000.00;$5,000,000.00;-80;Steven Davis
01-07-2012;12/13;1.FC Köln;Arsenal;$15,000,000.00;$20,000,000.00;-25;Lukas Podolski
01-07-2012;12/13;Burnley;Southampton;$8,650,000.00;$5,000,000.00;73;Jay Rodríguez
01-07-2012;12/13;Man Utd;Leicester;$1,250,000.00;$1,250,000.00;0;Ritchie De Laet
01-07-2012;12/13;Dortmund;Man Utd;$16,000,000.00;$22,000,000.00;-27,27;Shinji Kagawa
01-07-2012;12/13;Montpellier;Arsenal;$12,000,000.00;$13,000,000.00;-7,69;Olivier Giroud
01-07-2012;12/13;Portsmouth;Crystal Palace;$650,000.00;$1,000,000.00;-35;Joel Ward
01-07-2012;12/13;Fleetwood;Leicester;$1,240,000.00;$100,000.00;1140;Jamie Vardy
31-01-2012;11/12;Genk;Chelsea;$8,000,000.00;$9,000,000.00;-11,11;Kevin De Bruyne
26-01-2012;11/12;New York;Bolton;$3,100,000.00;$250,000.00;1140;Tim Ream
20-01-2012;11/12;São Paulo;Chelsea;$7,500,000.00;$7,500,000.00;0;Lucas Piazón
31-08-2011;11/12;Nacional;Liverpool;$12,000,000.00;$2,500,000.00;380;Sebastián Coates
24-08-2011;11/12;Valencia;Chelsea;$26,700,000.00;$26,000,000.00;2,69;Juan Mata
08-08-2011;11/12;RSC Anderlecht;Chelsea;$15,000,000.00;$15,000,000.00;0;Romelu Lukaku
08-08-2011;11/12;Southampton;Arsenal;$13,800,000.00;$2,500,000.00;452;Alex Oxlade-Chamberlain
04-08-2011;11/12;Barcelona B;Chelsea;$4,600,000.00;$2,500,000.00;84;Oriol Romeu
26-07-2011;11/12;Genk;Chelsea;$8,950,000.00;$4,000,000.00;123,75;Thibaut Courtois
25-07-2011;11/12;US Palermo;Fulham;$1,600,000.00;$2,100,000.00;-23,81;Pajtim Kasami
07-07-2011;11/12;Chelsea Res.;Southampton;$840,000.00;$1,000,000.00;-16;Jack Cork
06-07-2011;11/12;Partizan;Man City;$12,000,000.00;$6,000,000.00;100;Stefan Savic
01-07-2011;11/12;Aston Villa;Man Utd;$18,000,000.00;$18,000,000.00;0;Ashley Young
01-07-2011;11/12;Leeds;Leicester;$1,680,000.00;$1,000,000.00;68;Kasper Schmeichel
01-07-2011;11/12;Atlético;Man Utd;$25,000,000.00;$12,000,000.00;108,33;David de Gea
01-07-2011;11/12;Sunderland;Liverpool;$18,000,000.00;$8,500,000.00;111,76;Jordan Henderson
01-07-2011;11/12;Chunnam Dragons;Sunderland;$2,400,000.00;$900,000.00;166,67;Dong-won Ji
31-01-2011;10/11;Ajax;Liverpool;$26,500,000.00;$25,000,000.00;6;Luis Suárez
28-01-2011;10/11;Iraklis;Everton;$300,000.00;$600,000.00;-50;Apostolos Vellios
07-01-2011;10/11;Wolfsburg;Man City;$37,000,000.00;$30,000,000.00;23,33;Edin Dzeko
31-08-2010;10/11;Rochdale;West Brom;$300,000.00;$200,000.00;50;Craig Dawson
17-08-2010;10/11;Aston Villa;Man City;$22,000,000.00;$20,000,000.00;10;James Milner
12-08-2010;10/11;Inter;Man City;$29,500,000.00;$26,000,000.00;13,46;Mario Balotelli
01-08-2010;10/11;Vit. Guimarães;Man Utd;$8,800,000.00;$100,000.00;8700;Bebé
01-07-2010;10/11;Hamburger SV;Man City;$12,500,000.00;$15,000,000.00;-16,67;Jérôme Boateng
01-07-2010;10/11;Sint-Truiden;Sunderland;$2,500,000.00;$2,500,000.00;0;Simon Mignolet
01-07-2010;10/11;Livingston FC;Middlesbrough;$225,000.00;$150,000.00;50;Andy Halliday
01-07-2010;10/11;Charlton;Liverpool;$2,000,000.00;$950,000.00;110,53;Jonjo Shelvey
01-07-2010;10/11;Fulham;Man Utd;$8,000,000.00;$2,000,000.00;300;Chris Smalling
01-07-2010;10/11;Rangers;Liverpool;$2,750,000.00;$1,000,000.00;175;Danny Wilson
01-02-2010;09/10;Portsmouth;Stoke City;$3,750,000.00;$1,500,000.00;150;Asmir Begovic
09-01-2010;09/10;Crystal Palace;Southampton;$1,400,000.00;$1,500,000.00;-6,67;José Fonte
18-08-2009;09/10;MFK Kosice;Chelsea;$1,750,000.00;$1,500,000.00;16,67;Nemanja Matić
14-08-2009;09/10;FC Seoul;Bolton;$2,500,000.00;$2,000,000.00;25;Chung-yong Lee
01-07-2009;09/10;Amiens SC;Blackburn;$580,000.00;$700,000.00;-17,14;Steven Nzonzi
08-01-2009;08/09;Stoke City;Man Utd;$250,000.00;$300,000.00;-16,67;Ritchie De Laet
01-01-2009;08/09;Partizan;Man Utd;$7,000,000.00;$4,250,000.00;64,71;Zoran Tosic
01-01-2009;08/09;Sligo Rovers;Everton;$70,000.00;$125,000.00;-44;Séamus Coleman
29-08-2008;08/09;Newcastle;Aston Villa;$15,000,000.00;$8,750,000.00;71,43;James Milner
18-07-2008;08/09;Liverpool;West Brom;$4,000,000.00;$6,000,000.00;-33,33;Scott Carson
01-07-2008;08/09;R. Strasbourg;Southampton;$1,500,000.00;$1,200,000.00;25;Morgan Schneiderlin
31-08-2007;07/08;Royal Antwerp;Stoke City;$150,000.00;$300,000.00;-50;Ritchie De Laet
08-08-2007;07/08;Heart of Midl.;Sunderland;$10,820,000.00;$6,000,000.00;80,33;Craig Gordon
02-07-2007;07/08;Sporting;Man Utd;$25,500,000.00;$25,000,000.00;2;Nani
01-07-2007;07/08;Aston Villa;Fulham;$5,900,000.00;$4,600,000.00;28,26;Steven Davis
01-07-2007;07/08;Legia Warszawa;Arsenal;$4,350,000.00;$2,500,000.00;74;Lukasz Fabianski
23-01-2007;06/07;Watford;Aston Villa;$13,200,000.00;$6,500,000.00;103,08;Ashley Young
01-07-2006;06/07;Shrewsbury;Man City;$900,000.00;$250,000.00;260;Joe Hart
04-07-2005;05/06;Villarreal;Liverpool;$9,800,000.00;$4,500,000.00;117,78;Pepe Reina
01-07-2005;05/06;Cambridge Utd.;Everton;$375,000.00;$350,000.00;7,14;John Ruddy
21-01-2005;04/05;Leeds;Liverpool;$1,400,000.00;$750,000.00;86,67;Scott Carson
