Fecha;Temporada;Club de origen;Club Comprador;Valor pagado;Valor Estimado;Déficit;Jugador
08-08-2023;23/24;Odd;Blackburn;$1,000,000.00;$1,700,000.00;-41,18;Leopold Wahlstedt
08-08-2023;23/24;Southampton;Newcastle;$37,200,000.00;$25,000,000.00;48,8;Tino Livramento
05-08-2023;23/24;Brighton;Chelsea;$23,000,000.00;$22,000,000.00;4,55;Robert Sánchez
05-08-2023;23/24;Leipzig;Man City;$90,000,000.00;$75,000,000.00;20;Josko Gvardiol
05-08-2023;23/24;Atalanta;Man Utd;$79,800,000.00;$45,000,000.00;77,33;Rasmus Højlund
05-08-2023;23/24;Flamengo;Crystal Palace;$20,000,000.00;$9,000,000.00;122,22;Matheus França
04-08-2023;23/24;Monaco;Chelsea;$45,000,000.00;$30,000,000.00;50;Axel Disasi
01-08-2023;23/24;Stade Rennais;Chelsea;$27,000,000.00;$9,000,000.00;200;Lesley Ugochukwu
31-07-2023;23/24;Montpellier;Leicester;$7,500,000.00;$6,000,000.00;25;Stephy Mavididi
28-07-2023;23/24;Ajax;Fulham;$22,500,000.00;$15,000,000.00;50;Calvin Bassey
28-07-2023;23/24;FC Sochaux;Sunderland;$800,000.00;$300,000.00;166,67;Eliezer Mayenda
25-07-2023;23/24;Wolves;Fulham;$6,400,000.00;$6,000,000.00;6,67;Raúl Jiménez
23-07-2023;23/24;Leicester;Newcastle;$44,000,000.00;$35,000,000.00;25,71;Harvey Barnes
22-07-2023;23/24;Leverkusen;Aston Villa;$55,000,000.00;$50,000,000.00;10;Moussa Diaby
20-07-2023;23/24;Inter;Man Utd;$50,200,000.00;$35,000,000.00;43,43;André Onana
18-07-2023;23/24;Bröndby IF;Leicester;$9,040,000.00;$3,500,000.00;158,29;Mads Hermansen
16-07-2023;23/24;Santos;Chelsea;$15,000,000.00;$13,000,000.00;15,38;Ângelo
15-07-2023;23/24;West Ham;Arsenal;$116,600,000.00;$90,000,000.00;29,56;Declan Rice
14-07-2023;23/24;Ajax;Arsenal;$40,000,000.00;$42,000,000.00;-4,76;Jurriën Timber
12-07-2023;23/24;Villarreal;Aston Villa;$33,000,000.00;$45,000,000.00;-26,67;Pau Torres
07-07-2023;23/24;Man City U21;Middlesbrough;$1,200,000.00;$1,800,000.00;-33,33;Morgan Rogers
07-07-2023;23/24;Central Coast;Middlesbrough;$585,000.00;$300,000.00;95;Sam Silvera
05-07-2023;23/24;Chelsea;Man Utd;$67,700,000.00;$60,000,000.00;12,83;Mason Mount
03-07-2023;23/24;AC Milan;Newcastle;$60,800,000.00;$50,000,000.00;21,6;Sandro Tonali
02-07-2023;23/24;Leipzig;Liverpool;$70,000,000.00;$50,000,000.00;40;Dominik Szoboszlai
01-07-2023;23/24;Chelsea;Man City;$29,100,000.00;$38,000,000.00;-23,42;Mateo Kovacic
01-07-2023;23/24;Wolves;Leicester;$8,700,000.00;$12,000,000.00;-27,5;Conor Coady
01-07-2023;23/24;Tottenham;Leicester;$11,600,000.00;$10,000,000.00;16;Harry Winks
01-07-2023;23/24;Chelsea;Arsenal;$75,000,000.00;$55,000,000.00;36,36;Kai Havertz
01-07-2023;23/24;Leipzig;Chelsea;$60,000,000.00;$80,000,000.00;-25;Christopher Nkunku
01-07-2023;23/24;Atlético;Wolves;$50,000,000.00;$25,000,000.00;100;Matheus Cunha
01-07-2023;23/24;Brighton;Liverpool;$42,000,000.00;$65,000,000.00;-35,38;Alexis Mac Allister
01-07-2023;23/24;PSV U21;Sunderland;$2,000,000.00;$600,000.00;233,33;Jenson Seelt
01-07-2023;23/24;FC Metz;Wolves;$11,000,000.00;$5,000,000.00;120;Boubacar Traoré
01-07-2023;23/24;Villarreal;Chelsea;$37,000,000.00;$30,000,000.00;23,33;Nicolas Jackson
01-07-2023;23/24;Birmingham;Sunderland;$1,750,000.00;$5,000,000.00;-65;Jobe Bellingham
01-07-2023;23/24;Benfica B;Sunderland;$500,000.00;$600,000.00;-16,67;Luís Semedo
01-07-2023;23/24;Central Coast;Sunderland;$350,000.00;$250,000.00;40;Nectarios Triantis
01-07-2023;23/24;Odense BK;Newcastle;$8,000,000.00;$2,000,000.00;300;Yankuba Minteh
31-01-2023;22/23;Chelsea;Arsenal;$11,300,000.00;$35,000,000.00;-67,71;Jorginho
31-01-2023;22/23;Torino;Fulham;$9,800,000.00;$13,000,000.00;-24,62;Saša Lukić
31-01-2023;22/23;Genk;Southampton;$18,000,000.00;$15,000,000.00;20;Paul Onuachu
31-01-2023;22/23;Stoke City;Leicester;$17,000,000.00;$6,000,000.00;183,33;Harry Souttar
31-01-2023;22/23;Stuttgart;Crystal Palace;$12,000,000.00;$5,500,000.00;118,18;Naouirou Ahamada
31-01-2023;22/23;Benfica;Chelsea;$121,000,000.00;$55,000,000.00;120;Enzo Fernández
31-01-2023;22/23;Stade Rennais;Southampton;$25,000,000.00;$18,000,000.00;38,89;Kamaldeen Sulemana
30-01-2023;22/23;Flamengo;Wolves;$18,700,000.00;$15,000,000.00;24,67;João Gomes
29-01-2023;22/23;Rotherham;Middlesbrough;$1,030,000.00;$2,000,000.00;-48,5;Dan Barlaser
29-01-2023;22/23;Everton;Newcastle;$45,600,000.00;$40,000,000.00;14;Anthony Gordon
29-01-2023;22/23;Lyon;Chelsea;$30,000,000.00;$15,000,000.00;100;Malo Gusto
26-01-2023;22/23;Luton;Southampton;$850,000.00;$3,000,000.00;-71,67;James Bree
25-01-2023;22/23;Bristol City;Wolves;$57,000.00;$1,800,000.00;-96,83;Daniel Bentley
23-01-2023;22/23;Spezia Calcio;Arsenal;$19,500,000.00;$8,000,000.00;143,75;Jakub Kiwior
23-01-2023;22/23;Chicago;Aston Villa;$29,500,000.00;$6,000,000.00;391,67;Jhon Durán
23-01-2023;22/23;Vélez Sarsfield;Man City;$11,000,000.00;$8,500,000.00;29,41;Máximo Perrone
22-01-2023;22/23;West Ham;Wolves;$3,750,000.00;$2,500,000.00;50;Craig Dawson
20-01-2023;22/23;Aston Villa;West Ham;$12,000,000.00;$16,000,000.00;-25;Danny Ings
20-01-2023;22/23;Brighton;Arsenal;$24,000,000.00;$30,000,000.00;-20;Leandro Trossard
20-01-2023;22/23;PSV;Chelsea;$35,000,000.00;$15,000,000.00;133,33;Noni Madueke
20-01-2023;22/23;Copenhagen;Leicester;$14,000,000.00;$4,000,000.00;250;Victor Kristiansen
17-01-2023;22/23;PSG;Wolves;$5,000,000.00;$20,000,000.00;-75;Pablo Sarabia
15-01-2023;22/23;Shakhtar D.;Chelsea;$70,000,000.00;$40,000,000.00;75;Mykhaylo Mudryk
13-01-2023;22/23;Nice;Wolves;$11,000,000.00;$7,000,000.00;57,14;Mario Lemina
11-01-2023;22/23;Real Betis;Aston Villa;$13,500,000.00;$20,000,000.00;-32,5;Álex Moreno
11-01-2023;22/23;Racing Club;Southampton;$13,650,000.00;$8,500,000.00;60,59;Carlos Alcaraz
06-01-2023;22/23;Dinamo Zagreb;Southampton;$5,750,000.00;$10,000,000.00;-42,5;Mislav Orsic
05-01-2023;22/23;Monaco;Chelsea;$38,000,000.00;$40,000,000.00;-5;Benoît Badiashile
01-01-2023;22/23;PSV;Liverpool;$42,000,000.00;$60,000,000.00;-30;Cody Gakpo
01-01-2023;22/23;Vasco da Gama;Chelsea;$12,500,000.00;$10,000,000.00;25;Andrey Santos
01-01-2023;22/23;Molde FK;Chelsea;$12,000,000.00;$7,000,000.00;71,43;David Datro Fofana
01-09-2022;22/23;Barcelona;Chelsea;$12,000,000.00;$15,000,000.00;-20;Pierre-Emerick Aubameyang
01-09-2022;22/23;PSG;Everton;$4,000,000.00;$12,000,000.00;-66,67;Idrissa Gueye
01-09-2022;22/23;Wolves;Aston Villa;$15,000,000.00;$28,000,000.00;-46,43;Leander Dendoncker
01-09-2022;22/23;Marseille;Southampton;$8,000,000.00;$16,000,000.00;-50;Duje Caleta-Car
01-09-2022;22/23;Dortmund;Man City;$20,000,000.00;$30,000,000.00;-33,33;Manuel Akanji
01-09-2022;22/23;Stade Reims;Leicester;$17,000,000.00;$10,000,000.00;70;Wout Faes
01-09-2022;22/23;Man Utd;Everton;$10,400,000.00;$7,000,000.00;48,57;James Garner
01-09-2022;22/23;Benfica;Fulham;$5,000,000.00;$8,000,000.00;-37,5;Carlos Vinícius
01-09-2022;22/23;Man City U21;Southampton;$8,000,000.00;$800,000.00;900;Samuel Edozie
31-08-2022;22/23;Stuttgart;Wolves;$18,000,000.00;$25,000,000.00;-28;Sasa Kalajdzic
31-08-2022;22/23;Leicester;Chelsea;$80,400,000.00;$40,000,000.00;101;Wesley Fofana
31-08-2022;22/23;Le Havre AC;Sunderland;$1,000,000.00;$700,000.00;42,86;Abdoullah Ba
30-08-2022;22/23;Ajax;Man Utd;$95,000,000.00;$35,000,000.00;171,43;Antony
29-08-2022;22/23;Lyon;West Ham;$42,950,000.00;$35,000,000.00;22,71;Lucas Paquetá
26-08-2022;22/23;Brighton;Everton;$11,800,000.00;$18,000,000.00;-34,44;Neal Maupay
26-08-2022;22/23;Real Sociedad;Newcastle;$77,500,000.00;$30,000,000.00;158,33;Alexander Isak
25-08-2022;22/23;Herediano;Sunderland;$1,300,000.00;$275,000.00;372,73;Jewison Bennette
23-08-2022;22/23;Chelsea;West Ham;$15,400,000.00;$14,000,000.00;10;Emerson
22-08-2022;22/23;Real Madrid;Man Utd;$70,650,000.00;$40,000,000.00;76,63;Casemiro
19-08-2022;22/23;Inter;Chelsea;$14,860,000.00;$1,000,000.00;1386;Cesare Casadei
18-08-2022;22/23;Sporting;Wolves;$47,400,000.00;$35,000,000.00;35,43;Matheus Nunes
17-08-2022;22/23;PSG;West Ham;$12,000,000.00;$22,000,000.00;-45,45;Thilo Kehrer
16-08-2022;22/23;RSC Anderlecht;Man City;$15,000,000.00;$10,000,000.00;50;Sergio Gómez
10-08-2022;22/23;West Ham;Fulham;$17,800,000.00;$10,000,000.00;78;Issa Diop
10-08-2022;22/23;RCD Mallorca;Middlesbrough;$3,000,000.00;$1,000,000.00;200;Matthew Hoppe
09-08-2022;22/23;Lille;Everton;$39,870,000.00;$10,000,000.00;298,7;Amadou Onana
08-08-2022;22/23;Valencia;Wolves;$32,600,000.00;$40,000,000.00;-18,5;Gonçalo Guedes
05-08-2022;22/23;Burnley;West Ham;$20,700,000.00;$15,000,000.00;38;Maxwel Cornet
05-08-2022;22/23;Brighton;Chelsea;$65,300,000.00;$28,000,000.00;133,21;Marc Cucurella
04-08-2022;22/23;Aston Villa;Chelsea;$18,000,000.00;$6,000,000.00;200;Carney Chukwuemeka
02-08-2022;22/23;Arsenal;Fulham;$3,600,000.00;$9,000,000.00;-60;Bernd Leno
02-08-2022;22/23;Chicago;Chelsea;$9,090,000.00;$3,000,000.00;203;Gabriel Slonina
01-08-2022;22/23;Peterborough;Blackburn;$3,000,000.00;$500,000.00;500;Sammie Szmodics
28-07-2022;22/23;Burnley;Everton;$17,000,000.00;$18,000,000.00;-5,56;Dwight McNeil
27-07-2022;22/23;Wolfsburg;Fulham;$5,500,000.00;$9,000,000.00;-38,89;Kevin Mbabu
27-07-2022;22/23;Ajax;Man Utd;$57,370,000.00;$32,000,000.00;79,28;Lisandro Martínez
27-07-2022;22/23;Bayern Munich;Crystal Palace;$12,000,000.00;$7,500,000.00;60;Chris Richards
26-07-2022;22/23;Sassuolo;West Ham;$38,600,000.00;$30,000,000.00;28,67;Gianluca Scamacca
25-07-2022;22/23;G. Bordeaux;Southampton;$11,500,000.00;$3,000,000.00;283,33;Sékou Mara
22-07-2022;22/23;Man City;Arsenal;$35,000,000.00;$25,000,000.00;40;Oleksandr Zinchenko
20-07-2022;22/23;Derry City;Bolton;$100,000.00;$125,000.00;-20;Eoin Toal
16-07-2022;22/23;Napoli;Chelsea;$41,900,000.00;$35,000,000.00;19,71;Kalidou Koulibaly
13-07-2022;22/23;Man City;Chelsea;$56,200,000.00;$70,000,000.00;-19,71;Raheem Sterling
12-07-2022;22/23;Burnley;Wolves;$24,300,000.00;$10,000,000.00;143;Nathan Collins
11-07-2022;22/23;Man Utd;Fulham;$9,500,000.00;$7,500,000.00;26,67;Andreas Pereira
11-07-2022;22/23;Lens;Crystal Palace;$22,600,000.00;$15,000,000.00;50,67;Cheick Doucouré
09-07-2022;22/23;Rangers;Southampton;$8,200,000.00;$10,000,000.00;-18;Joe Aribo
07-07-2022;22/23;Swansea;West Ham;$10,650,000.00;$2,000,000.00;432,5;Flynn Downes
06-07-2022;22/23;Man City U21;Southampton;$22,260,000.00;$2,000,000.00;1013;Roméo Lavia
05-07-2022;22/23;Feyenoord;Man Utd;$15,000,000.00;$17,000,000.00;-11,76;Tyrell Malacia
04-07-2022;22/23;Sporting;Fulham;$24,900,000.00;$25,000,000.00;-0,4;João Palhinha
04-07-2022;22/23;Leeds;Man City;$49,000,000.00;$50,000,000.00;-2;Kalvin Phillips
04-07-2022;22/23;Man City;Arsenal;$52,200,000.00;$50,000,000.00;4,4;Gabriel Jesus
01-07-2022;22/23;Roma;Aston Villa;$3,500,000.00;$2,000,000.00;75;Robin Olsen
01-07-2022;22/23;Barcelona;Aston Villa;$20,000,000.00;$20,000,000.00;0;Philippe Coutinho
01-07-2022;22/23;PSG;West Ham;$9,300,000.00;$8,000,000.00;16,25;Alphonse Areola
01-07-2022;22/23;Burnley;Newcastle;$11,500,000.00;$15,000,000.00;-23,33;Nick Pope
01-07-2022;22/23;Aston Villa;Newcastle;$17,500,000.00;$17,000,000.00;2,94;Matt Targett
01-07-2022;22/23;Leipzig;Wolves;$16,700,000.00;$16,000,000.00;4,38;Hee-chan Hwang
01-07-2022;22/23;Sevilla FC;Aston Villa;$31,000,000.00;$40,000,000.00;-22,5;Diego Carlos
01-07-2022;22/23;Brighton U21;West Brom;$1,000,000.00;$1,000,000.00;0;Jayson Molumby
01-07-2022;22/23;Lille;Newcastle;$37,000,000.00;$30,000,000.00;23,33;Sven Botman
01-07-2022;22/23;Stade Rennais;West Ham;$35,000,000.00;$12,000,000.00;191,67;Nayef Aguerd
01-07-2022;22/23;Dortmund;Man City;$60,000,000.00;$150,000,000.00;-60;Erling Haaland
01-07-2022;22/23;New England;Arsenal;$5,900,000.00;$5,000,000.00;18;Matt Turner
01-07-2022;22/23;VfL Bochum;Southampton;$12,000,000.00;$10,000,000.00;20;Armel Bella-Kotchap
01-07-2022;22/23;Arsenal U21;Sunderland;$2,300,000.00;$2,000,000.00;15;Dan Ballard
01-07-2022;22/23;Porto;Arsenal;$35,000,000.00;$25,000,000.00;40;Fábio Vieira
01-07-2022;22/23;Benfica;Liverpool;$85,000,000.00;$55,000,000.00;54,55;Darwin Núñez
01-07-2022;22/23;Fulham;Liverpool;$9,400,000.00;$12,000,000.00;-21,67;Fábio Carvalho
01-07-2022;22/23;Man City U21;Southampton;$14,000,000.00;$5,000,000.00;180;Gavin Bazunu
01-07-2022;22/23;São Paulo;Arsenal;$3,500,000.00;$7,000,000.00;-50;Marquinhos
31-01-2022;21/22;Brighton;Newcastle;$15,000,000.00;$3,500,000.00;328,57;Dan Burn
31-01-2022;21/22;Colorado;Arsenal;$1,800,000.00;$2,000,000.00;-10;Auston Trusty
31-01-2022;21/22;Mainz;Crystal Palace;$11,000,000.00;$5,000,000.00;120;Jean-Philippe Mateta
31-01-2022;21/22;River Plate;Man City;$21,400,000.00;$20,000,000.00;7;Julián Alvarez
30-01-2022;21/22;Porto;Liverpool;$49,000,000.00;$40,000,000.00;22,5;Luis Díaz
30-01-2022;21/22;Lyon;Newcastle;$42,100,000.00;$30,000,000.00;40,33;Bruno Guimarães
28-01-2022;21/22;Suwon Bluewings;Wolves;$1,200,000.00;$850,000.00;41,18;Sang-bin Jeong
17-01-2022;21/22;Estoril;Wolves;$3,500,000.00;$1,000,000.00;250;Chiquinho
14-01-2022;21/22;Charlotte;Middlesbrough;$3,640,000.00;$600,000.00;506,67;Riley McGree
13-01-2022;21/22;Burnley;Newcastle;$30,000,000.00;$6,000,000.00;400;Chris Wood
13-01-2022;21/22;Everton;Aston Villa;$30,000,000.00;$30,000,000.00;0;Lucas Digne
07-01-2022;21/22;Atlético;Newcastle;$14,000,000.00;$18,000,000.00;-22,22;Kieran Trippier
05-01-2022;21/22;Grasshoppers;Wolves;$600,000.00;$1,300,000.00;-53,85;Hayao Kawabe
04-01-2022;21/22;Rangers;Everton;$14,000,000.00;$3,000,000.00;366,67;Nathan Patterson
04-01-2022;21/22;Linfield;Sunderland;$240,000.00;$175,000.00;37,14;Trai Hume
01-01-2022;21/22;Dynamo Kyiv;Everton;$23,500,000.00;$17,000,000.00;38,24;Vitaliy Mykolenko
31-08-2021;21/22;Juventus;Man Utd;$17,000,000.00;$45,000,000.00;-62,22;Cristiano Ronaldo
31-08-2021;21/22;CSKA Moscow;West Ham;$30,000,000.00;$30,000,000.00;0;Nikola Vlašić
31-08-2021;21/22;Bologna;Arsenal;$18,600,000.00;$20,000,000.00;-7;Takehiro Tomiyasu
31-08-2021;21/22;Celtic;Crystal Palace;$16,300,000.00;$17,000,000.00;-4,12;Odsonne Édouard
28-08-2021;21/22;Chelsea;West Ham;$35,000,000.00;$32,000,000.00;9,38;Kurt Zouma
28-08-2021;21/22;Watford;Crystal Palace;$7,000,000.00;$7,000,000.00;0;Will Hughes
25-08-2021;21/22;Torino;Southampton;$7,500,000.00;$5,000,000.00;50;Lyanco
20-08-2021;21/22;Real Madrid;Arsenal;$35,000,000.00;$40,000,000.00;-12,5;Martin Ødegaard
20-08-2021;21/22;Sheff Utd;Arsenal;$28,000,000.00;$12,000,000.00;133,33;Aaron Ramsdale
20-08-2021;21/22;Flamengo;Fulham;$8,000,000.00;$3,000,000.00;166,67;Rodrigo Muniz
14-08-2021;21/22;Real Madrid;Man Utd;$40,000,000.00;$70,000,000.00;-42,86;Raphaël Varane
13-08-2021;21/22;Southampton;Leicester;$17,600,000.00;$18,000,000.00;-2,22;Jannik Vestergaard
13-08-2021;21/22;Arsenal;Newcastle;$29,400,000.00;$16,000,000.00;83,75;Joe Willock
12-08-2021;21/22;Inter;Chelsea;$113,000,000.00;$100,000,000.00;13;Romelu Lukaku
10-08-2021;21/22;Blackburn;Southampton;$17,700,000.00;$18,000,000.00;-1,67;Adam Armstrong
05-08-2021;21/22;Aston Villa;Man City;$117,500,000.00;$65,000,000.00;80,77;Jack Grealish
05-08-2021;21/22;Banfield;Middlesbrough;$6,750,000.00;$5,000,000.00;35;Martín Payero
04-08-2021;21/22;Southampton;Aston Villa;$29,400,000.00;$22,000,000.00;33,64;Danny Ings
04-08-2021;21/22;Leverkusen;Aston Villa;$32,000,000.00;$35,000,000.00;-8,57;Leon Bailey
04-08-2021;21/22;Bournemouth;Stoke City;$2,900,000.00;$1,800,000.00;61,11;Sam Surridge
30-07-2021;21/22;Brighton;Arsenal;$58,500,000.00;$28,000,000.00;108,93;Ben White
28-07-2021;21/22;Lyon;Crystal Palace;$17,500,000.00;$22,000,000.00;-20,45;Joachim Andersen
24-07-2021;21/22;Liverpool;Fulham;$14,000,000.00;$17,000,000.00;-17,65;Harry Wilson
23-07-2021;21/22;Dortmund;Man Utd;$85,000,000.00;$100,000,000.00;-15;Jadon Sancho
22-07-2021;21/22;Leverkusen;Everton;$2,000,000.00;$8,000,000.00;-75;Demarai Gray
19-07-2021;21/22;RSC Anderlecht;Arsenal;$17,500,000.00;$12,000,000.00;45,83;Albert Sambi Lokonga
18-07-2021;21/22;Chelsea;Crystal Palace;$23,340,000.00;$10,000,000.00;133,4;Marc Guéhi
17-07-2021;21/22;Fehérvár;Wolves;$2,000,000.00;$600,000.00;233,33;Bendegúz Bolla
15-07-2021;21/22;Olympiacos;Wolves;$8,000,000.00;$7,500,000.00;6,67;José Sá
10-07-2021;21/22;Benfica;Arsenal;$8,000,000.00;$7,000,000.00;14,29;Nuno Tavares
09-07-2021;21/22;Angers SCO;Wolves;$11,100,000.00;$18,000,000.00;-38,33;Rayan Aït-Nouri
08-07-2021;21/22;Reading;Crystal Palace;$9,300,000.00;$15,000,000.00;-38;Michael Olise
02-07-2021;21/22;Wycombe;Middlesbrough;$870,000.00;$300,000.00;190;Uche Ikpeazu
02-07-2021;21/22;Stade Brestois;Southampton;$12,000,000.00;$8,000,000.00;50;Romain Perraud
02-07-2021;21/22;LOSC Lille;Leicester;$20,000,000.00;$28,000,000.00;-28,57;Boubakary Soumaré
01-07-2021;21/22;Watford;West Ham;$2,300,000.00;$3,000,000.00;-23,33;Craig Dawson
01-07-2021;21/22;Norwich;Aston Villa;$38,400,000.00;$35,000,000.00;9,71;Emiliano Buendía
01-07-2021;21/22;Leipzig;Liverpool;$40,000,000.00;$35,000,000.00;14,29;Ibrahima Konaté
01-07-2021;21/22;Atl. Nacional;Wolves;$5,200,000.00;$1,700,000.00;205,88;Yerson Mosquera
01-02-2021;20/21;Preston;Liverpool;$1,850,000.00;$2,400,000.00;-22,92;Ben Davies
31-01-2021;20/21;Ross County;Sunderland;$338,000.00;$500,000.00;-32,4;Ross Stewart
29-01-2021;20/21;Brentford;West Ham;$23,100,000.00;$22,000,000.00;5;Saïd Benrahma
26-01-2021;20/21;Marseille;Aston Villa;$15,800,000.00;$20,000,000.00;-21;Morgan Sanson
02-01-2021;20/21;Atalanta;Man Utd;$27,300,000.00;$15,000,000.00;82;Amad Diallo
01-01-2021;20/21;Silkeborg IF;West Ham;$1,600,000.00;$400,000.00;300;Frederik Alves
16-10-2020;20/21;Stoke City;Crystal Palace;$1,100,000.00;$3,500,000.00;-68,57;Jack Butland
06-10-2020;20/21;Slavia Sofia;Blackburn;$110,000.00;$350,000.00;-68,57;Antonis Stergiakis
05-10-2020;20/21;Atlético;Arsenal;$50,000,000.00;$40,000,000.00;25;Thomas Partey
05-10-2020;20/21;Porto;Man Utd;$15,000,000.00;$40,000,000.00;-62,5;Alex Telles
05-10-2020;20/21;Man City U23;Fulham;$1,650,000.00;$2,800,000.00;-41,07;Tosin Adarabioyo
05-10-2020;20/21;Norwich;Everton;$27,500,000.00;$16,000,000.00;71,88;Ben Godfrey
05-10-2020;20/21;Peñarol;Man Utd;$8,650,000.00;$1,800,000.00;380,56;Facundo Pellistri
04-10-2020;20/21;CA Talleres;Man City;$6,500,000.00;$6,700,000.00;-2,99;Nahuel Bustos
02-10-2020;20/21;Slavia Praha;West Ham;$6,000,000.00;$2,000,000.00;200;Vladimír Coufal
02-10-2020;20/21;Saint-Étienne;Leicester;$35,000,000.00;$10,000,000.00;250;Wesley Fofana
29-09-2020;20/21;Benfica;Man City;$71,600,000.00;$35,000,000.00;104,57;Rúben Dias
29-09-2020;20/21;Fluminense U20;Liverpool;$750,000.00;$100,000.00;650;Marcelo Pitaluga
24-09-2020;20/21;Stade Rennais;Chelsea;$24,000,000.00;$7,000,000.00;242,86;Edouard Mendy
23-09-2020;20/21;Barcelona;Wolves;$32,000,000.00;$40,000,000.00;-20;Nélson Semedo
21-09-2020;20/21;Dijon;Arsenal;$2,000,000.00;$1,200,000.00;66,67;Rúnar Alex Rúnarsson
19-09-2020;20/21;Lyon;Aston Villa;$18,400,000.00;$9,500,000.00;93,68;Bertrand Traoré
19-09-2020;20/21;PAOK;Middlesbrough;$4,320,000.00;$3,200,000.00;35;Chuba Akpom
19-09-2020;20/21;Wolves;Liverpool;$44,700,000.00;$28,000,000.00;59,64;Diogo Jota
19-09-2020;20/21;Liverpool U23;Wolves;$9,800,000.00;$3,600,000.00;172,22;Ki-Jana Hoever
18-09-2020;20/21;Bayern Munich;Liverpool;$22,000,000.00;$48,000,000.00;-54,17;Thiago Alcántara
16-09-2020;20/21;Arsenal;Aston Villa;$17,400,000.00;$8,000,000.00;117,5;Emiliano Martínez
10-09-2020;20/21;Lyon;Fulham;$3,200,000.00;$5,500,000.00;-41,82;Kenny Tete
09-09-2020;20/21;Brentford;Aston Villa;$34,000,000.00;$12,000,000.00;183,33;Ollie Watkins
09-09-2020;20/21;Barnsley FC;Stoke City;$2,200,000.00;$900,000.00;144,44;Jacob Brown
08-09-2020;20/21;Watford;Everton;$22,000,000.00;$20,000,000.00;10;Abdoulaye Doucouré
08-09-2020;20/21;Norwich;Newcastle;$16,500,000.00;$11,000,000.00;50;Jamal Lewis
07-09-2020;20/21;Bournemouth;Newcastle;$22,250,000.00;$20,000,000.00;11,25;Callum Wilson
05-09-2020;20/21;Napoli;Everton;$24,600,000.00;$28,000,000.00;-12,14;Allan
05-09-2020;20/21;Porto;Wolves;$40,000,000.00;$12,000,000.00;233,33;Fábio Silva
04-09-2020;20/21;Leverkusen;Chelsea;$100,000,000.00;$81,000,000.00;23,46;Kai Havertz
04-09-2020;20/21;West Ham;West Brom;$13,500,000.00;$4,500,000.00;200;Grady Diangana
03-09-2020;20/21;Atalanta;Leicester;$20,900,000.00;$18,000,000.00;16,11;Timothy Castagne
03-09-2020;20/21;Nott'm Forest;Aston Villa;$15,750,000.00;$4,800,000.00;228,13;Matty Cash
02-09-2020;20/21;Ajax;Man Utd;$39,000,000.00;$44,000,000.00;-11,36;Donny van de Beek
01-09-2020;20/21;Lyon;Wolves;$2,000,000.00;$2,400,000.00;-16,67;Marçal
01-09-2020;20/21;Lille;Arsenal;$26,000,000.00;$20,000,000.00;30;Gabriel
30-08-2020;20/21;Southampton;Fulham;$6,500,000.00;$2,400,000.00;170,83;Harrison Reed
28-08-2020;20/21;QPR;Crystal Palace;$17,800,000.00;$9,000,000.00;97,78;Eberechi Eze
26-08-2020;20/21;KAA Gent;Blackburn;$500,000.00;$2,400,000.00;-79,17;Thomas Kaminski
26-08-2020;20/21;Leicester;Chelsea;$50,200,000.00;$40,000,000.00;25,5;Ben Chilwell
20-08-2020;20/21;Wigan;Fulham;$2,100,000.00;$3,500,000.00;-40;Antonee Robinson
17-08-2020;20/21;Sporting;West Brom;$8,250,000.00;$9,500,000.00;-13,16;Matheus Pereira
12-08-2020;20/21;Real Valladolid;Southampton;$12,000,000.00;$12,000,000.00;0;Mohammed Salisu
11-08-2020;20/21;Tottenham;Southampton;$13,300,000.00;$8,000,000.00;66,25;Kyle Walker-Peters
10-08-2020;20/21;Olympiacos;Liverpool;$13,000,000.00;$9,000,000.00;44,44;Konstantinos Tsimikas
05-08-2020;20/21;Bournemouth;Man City;$45,300,000.00;$28,000,000.00;61,79;Nathan Aké
04-08-2020;20/21;Valencia;Man City;$33,500,000.00;$45,000,000.00;-25,56;Ferran Torres
29-07-2020;20/21;KV Mechelen;Man City;$4,500,000.00;$1,300,000.00;246,15;Issa Kaboré
27-07-2020;20/21;Slavia Praha;West Ham;$16,200,000.00;$12,000,000.00;35;Tomáš Souček
01-07-2020;20/21;Leipzig;Chelsea;$53,000,000.00;$64,000,000.00;-17,19;Timo Werner
01-07-2020;20/21;Flamengo;Arsenal;$6,000,000.00;$4,800,000.00;25;Pablo Marí
01-07-2020;20/21;Ajax;Chelsea;$40,000,000.00;$40,000,000.00;0;Hakim Ziyech
01-07-2020;20/21;Coritiba FC;Man City;$6,000,000.00;$3,600,000.00;66,67;Yan Couto
31-01-2020;19/20;Hull City;West Brom;$950,000.00;$4,000,000.00;-76,25;Kamil Grosicki
31-01-2020;19/20;Hull City;West Ham;$21,300,000.00;$10,000,000.00;113;Jarrod Bowen
30-01-2020;19/20;Olympiacos;Wolves;$19,600,000.00;$6,000,000.00;226,67;Daniel Podence
29-01-2020;19/20;Sporting;Man Utd;$65,000,000.00;$60,000,000.00;8,33;Bruno Fernandes
24-01-2020;19/20;Cardiff;Fulham;$8,900,000.00;$10,000,000.00;-11;Bobby De Cordova-Reid
20-01-2020;19/20;Genk;Aston Villa;$10,500,000.00;$12,000,000.00;-12,5;Ally Samatta
16-01-2020;19/20;FC St. Gallen;Middlesbrough;$1,100,000.00;$900,000.00;22,22;Dejan Stojanovic
