Fecha;Temporada;Club de origen_1;Club comprador_2;Valor pagado;Valor estimado;Deficit;Jugador
01-01-2023;22/23;Molde FK;Chelsea;12000000;7000000;71;David Datro Fofana
01-09-2022;22/23;Barcelona;Chelsea;12000000;15000000;-20;Pierre-Emerick Aubameyang
01-09-2022;22/23;PSG;Everton;4000000;12000000;-67;Idrissa Gueye
01-09-2022;22/23;Wolves;Aston Villa;15000000;28000000;-46;Leander Dendoncker
01-09-2022;22/23;Marseille;Southampton;8000000;16000000;-50;Duje Caleta-Car
01-09-2022;22/23;Dortmund;Man City;20000000;30000000;-33;Manuel Akanji
01-09-2022;22/23;Stade Reims;Leicester;17000000;10000000;70;Wout Faes
01-09-2022;22/23;Man Utd;Everton;10400000;7000000;49;James Garner
01-09-2022;22/23;Benfica;Fulham;5000000;8000000;-38;Carlos Vinícius
01-09-2022;22/23;Man City U21;Southampton;8000000;800000;900;Samuel Edozie
31-08-2022;22/23;Stuttgart;Wolves;18000000;25000000;-28;Sasa Kalajdzic
31-08-2022;22/23;Leicester;Chelsea;80400000;40000000;101;Wesley Fofana
31-08-2022;22/23;Le Havre AC;Sunderland;1000000;700000;43;Abdoullah Ba
30-08-2022;22/23;Ajax;Man Utd;95000000;35000000;171;Antony
29-08-2022;22/23;Lyon;West Ham;42950000;35000000;23;Lucas Paquetá
26-08-2022;22/23;Brighton;Everton;11800000;18000000;-34;Neal Maupay
26-08-2022;22/23;Real Sociedad;Newcastle;77500000;30000000;158;Alexander Isak
25-08-2022;22/23;Herediano;Sunderland;1300000;275000;373;Jewison Bennette
23-08-2022;22/23;Chelsea;West Ham;15400000;14000000;10;Emerson
22-08-2022;22/23;Real Madrid;Man Utd;70650000;40000000;77;Casemiro
19-08-2022;22/23;Inter;Chelsea;14860000;1000000;1386;Cesare Casadei
18-08-2022;22/23;Sporting;Wolves;47400000;35000000;35;Matheus Nunes
17-08-2022;22/23;PSG;West Ham;12000000;22000000;-45;Thilo Kehrer
16-08-2022;22/23;RSC Anderlecht;Man City;15000000;10000000;50;Sergio Gómez
10-08-2022;22/23;West Ham;Fulham;17800000;10000000;78;Issa Diop
10-08-2022;22/23;RCD Mallorca;Middlesbrough;3000000;1000000;200;Matthew Hoppe
09-08-2022;22/23;Lille;Everton;39870000;10000000;299;Amadou Onana
08-08-2022;22/23;Valencia;Wolves;32600000;40000000;-19;Gonçalo Guedes
05-08-2022;22/23;Burnley;West Ham;20700000;15000000;38;Maxwel Cornet
05-08-2022;22/23;Brighton;Chelsea;65300000;28000000;133;Marc Cucurella
04-08-2022;22/23;Aston Villa;Chelsea;18000000;6000000;200;Carney Chukwuemeka
02-08-2022;22/23;Arsenal;Fulham;3600000;9000000;-60;Bernd Leno
02-08-2022;22/23;Chicago;Chelsea;9090000;3000000;203;Gabriel Slonina
01-08-2022;22/23;Peterborough;Blackburn;3000000;500000;500;Sammie Szmodics
28-07-2022;22/23;Burnley;Everton;17000000;18000000;-6;Dwight McNeil
27-07-2022;22/23;Wolfsburg;Fulham;5500000;9000000;-39;Kevin Mbabu
27-07-2022;22/23;Ajax;Man Utd;57370000;32000000;79;Lisandro Martínez
27-07-2022;22/23;Bayern Munich;Crystal Palace;12000000;7500000;60;Chris Richards
26-07-2022;22/23;Sassuolo;West Ham;38600000;30000000;29;Gianluca Scamacca
25-07-2022;22/23;G. Bordeaux;Southampton;11500000;3000000;283;Sékou Mara
22-07-2022;22/23;Man City;Arsenal;35000000;25000000;40;Oleksandr Zinchenko
20-07-2022;22/23;Derry City;Bolton;100000;125000;-20;Eoin Toal
16-07-2022;22/23;Napoli;Chelsea;41900000;35000000;20;Kalidou Koulibaly
13-07-2022;22/23;Man City;Chelsea;56200000;70000000;-20;Raheem Sterling
12-07-2022;22/23;Burnley;Wolves;24300000;10000000;143;Nathan Collins
11-07-2022;22/23;Man Utd;Fulham;9500000;7500000;27;Andreas Pereira
11-07-2022;22/23;Lens;Crystal Palace;22600000;15000000;51;Cheick Doucouré
09-07-2022;22/23;Rangers;Southampton;8200000;10000000;-18;Joe Aribo
07-07-2022;22/23;Swansea;West Ham;10650000;2000000;433;Flynn Downes
06-07-2022;22/23;Man City U21;Southampton;22260000;2000000;1013;Roméo Lavia
05-07-2022;22/23;Feyenoord;Man Utd;15000000;17000000;-12;Tyrell Malacia
04-07-2022;22/23;Sporting;Fulham;24900000;25000000;0;João Palhinha
04-07-2022;22/23;Leeds;Man City;49000000;50000000;-2;Kalvin Phillips
04-07-2022;22/23;Man City;Arsenal;52200000;50000000;4;Gabriel Jesus
01-07-2022;22/23;Roma;Aston Villa;3500000;2000000;75;Robin Olsen
01-07-2022;22/23;Barcelona;Aston Villa;20000000;20000000;0;Philippe Coutinho
01-07-2022;22/23;PSG;West Ham;9300000;8000000;16;Alphonse Areola
01-07-2022;22/23;Burnley;Newcastle;11500000;15000000;-23;Nick Pope
01-07-2022;22/23;Aston Villa;Newcastle;17500000;17000000;3;Matt Targett
01-07-2022;22/23;Leipzig;Wolves;16700000;16000000;4;Hee-chan Hwang
01-07-2022;22/23;Sevilla FC;Aston Villa;31000000;40000000;-23;Diego Carlos
01-07-2022;22/23;Brighton U21;West Brom;1000000;1000000;0;Jayson Molumby
01-07-2022;22/23;Lille;Newcastle;37000000;30000000;23;Sven Botman
01-07-2022;22/23;Stade Rennais;West Ham;35000000;12000000;192;Nayef Aguerd
01-07-2022;22/23;Dortmund;Man City;60000000;150000000;-60;Erling Haaland
01-07-2022;22/23;New England;Arsenal;5900000;5000000;18;Matt Turner
01-07-2022;22/23;VfL Bochum;Southampton;12000000;10000000;20;Armel Bella-Kotchap
01-07-2022;22/23;Arsenal U21;Sunderland;2300000;2000000;15;Dan Ballard
01-07-2022;22/23;Porto;Arsenal;35000000;25000000;40;Fábio Vieira
01-07-2022;22/23;Benfica;Liverpool;85000000;55000000;55;Darwin Núñez
01-07-2022;22/23;Fulham;Liverpool;9400000;12000000;-22;Fábio Carvalho
01-07-2022;22/23;Man City U21;Southampton;14000000;5000000;180;Gavin Bazunu
01-07-2022;22/23;São Paulo;Arsenal;3500000;7000000;-50;Marquinhos
31-01-2022;21/22;Brighton;Newcastle;15000000;3500000;329;Dan Burn
31-01-2022;21/22;Colorado;Arsenal;1800000;2000000;-10;Auston Trusty
31-01-2022;21/22;Mainz;Crystal Palace;11000000;5000000;120;Jean-Philippe Mateta
31-01-2022;21/22;River Plate;Man City;21400000;20000000;7;Julián Alvarez
30-01-2022;21/22;Porto;Liverpool;49000000;40000000;23;Luis Díaz
30-01-2022;21/22;Lyon;Newcastle;42100000;30000000;40;Bruno Guimarães
28-01-2022;21/22;Suwon Bluewings;Wolves;1200000;850000;41;Sang-bin Jeong
17-01-2022;21/22;Estoril;Wolves;3500000;1000000;250;Chiquinho
14-01-2022;21/22;Charlotte;Middlesbrough;3640000;600000;507;Riley McGree
13-01-2022;21/22;Burnley;Newcastle;30000000;6000000;400;Chris Wood
13-01-2022;21/22;Everton;Aston Villa;30000000;30000000;0;Lucas Digne
07-01-2022;21/22;Atlético;Newcastle;14000000;18000000;-22;Kieran Trippier
05-01-2022;21/22;Grasshoppers;Wolves;600000;1300000;-54;Hayao Kawabe
04-01-2022;21/22;Rangers;Everton;14000000;3000000;367;Nathan Patterson
04-01-2022;21/22;Linfield;Sunderland;240000;175000;37;Trai Hume
01-01-2022;21/22;Dynamo Kyiv;Everton;23500000;17000000;38;Vitaliy Mykolenko
31-08-2021;21/22;Juventus;Man Utd;17000000;45000000;-62;Cristiano Ronaldo
31-08-2021;21/22;CSKA Moscow;West Ham;30000000;30000000;0;Nikola Vlašić
31-08-2021;21/22;Bologna;Arsenal;18600000;20000000;-7;Takehiro Tomiyasu
31-08-2021;21/22;Celtic;Crystal Palace;16300000;17000000;-4;Odsonne Édouard
28-08-2021;21/22;Chelsea;West Ham;35000000;32000000;9;Kurt Zouma
28-08-2021;21/22;Watford;Crystal Palace;7000000;7000000;0;Will Hughes
25-08-2021;21/22;Torino;Southampton;7500000;5000000;50;Lyanco
20-08-2021;21/22;Real Madrid;Arsenal;35000000;40000000;-13;Martin Ødegaard
20-08-2021;21/22;Sheff Utd;Arsenal;28000000;12000000;133;Aaron Ramsdale
20-08-2021;21/22;Flamengo;Fulham;8000000;3000000;167;Rodrigo Muniz
14-08-2021;21/22;Real Madrid;Man Utd;40000000;70000000;-43;Raphaël Varane
13-08-2021;21/22;Southampton;Leicester;17600000;18000000;-2;Jannik Vestergaard
13-08-2021;21/22;Arsenal;Newcastle;29400000;16000000;84;Joe Willock
12-08-2021;21/22;Inter;Chelsea;113000000;100000000;13;Romelu Lukaku
10-08-2021;21/22;Blackburn;Southampton;17700000;18000000;-2;Adam Armstrong
05-08-2021;21/22;Aston Villa;Man City;117500000;65000000;81;Jack Grealish
05-08-2021;21/22;Banfield;Middlesbrough;6750000;5000000;35;Martín Payero
04-08-2021;21/22;Southampton;Aston Villa;29400000;22000000;34;Danny Ings
04-08-2021;21/22;Leverkusen;Aston Villa;32000000;35000000;-9;Leon Bailey
04-08-2021;21/22;Bournemouth;Stoke City;2900000;1800000;61;Sam Surridge
30-07-2021;21/22;Brighton;Arsenal;58500000;28000000;109;Ben White
28-07-2021;21/22;Lyon;Crystal Palace;17500000;22000000;-20;Joachim Andersen
24-07-2021;21/22;Liverpool;Fulham;14000000;17000000;-18;Harry Wilson
23-07-2021;21/22;Dortmund;Man Utd;85000000;100000000;-15;Jadon Sancho
22-07-2021;21/22;Leverkusen;Everton;2000000;8000000;-75;Demarai Gray
19-07-2021;21/22;RSC Anderlecht;Arsenal;17500000;12000000;46;Albert Sambi Lokonga
18-07-2021;21/22;Chelsea;Crystal Palace;23340000;10000000;133;Marc Guéhi
17-07-2021;21/22;Fehérvár;Wolves;2000000;600000;233;Bendegúz Bolla
15-07-2021;21/22;Olympiacos;Wolves;8000000;7500000;7;José Sá
10-07-2021;21/22;Benfica;Arsenal;8000000;7000000;14;Nuno Tavares
09-07-2021;21/22;Angers SCO;Wolves;11100000;18000000;-38;Rayan Aït-Nouri
08-07-2021;21/22;Reading;Crystal Palace;9300000;15000000;-38;Michael Olise
02-07-2021;21/22;Wycombe;Middlesbrough;870000;300000;190;Uche Ikpeazu
02-07-2021;21/22;Stade Brestois;Southampton;12000000;8000000;50;Romain Perraud
02-07-2021;21/22;LOSC Lille;Leicester;20000000;28000000;-29;Boubakary Soumaré
01-07-2021;21/22;Watford;West Ham;2300000;3000000;-23;Craig Dawson
01-07-2021;21/22;Norwich;Aston Villa;38400000;35000000;10;Emiliano Buendía
01-07-2021;21/22;Leipzig;Liverpool;40000000;35000000;14;Ibrahima Konaté
01-07-2021;21/22;Atl. Nacional;Wolves;5200000;1700000;206;Yerson Mosquera
01-02-2021;20/21;Preston;Liverpool;1850000;2400000;-23;Ben Davies
31-01-2021;20/21;Ross County;Sunderland;338000;500000;-32;Ross Stewart
29-01-2021;20/21;Brentford;West Ham;23100000;22000000;5;Saïd Benrahma
26-01-2021;20/21;Marseille;Aston Villa;15800000;20000000;-21;Morgan Sanson
02-01-2021;20/21;Atalanta;Man Utd;27300000;15000000;82;Amad Diallo
01-01-2021;20/21;Silkeborg IF;West Ham;1600000;400000;300;Frederik Alves
16-10-2020;20/21;Stoke City;Crystal Palace;1100000;3500000;-69;Jack Butland
06-10-2020;20/21;Slavia Sofia;Blackburn;110000;350000;-69;Antonis Stergiakis
05-10-2020;20/21;Atlético;Arsenal;50000000;40000000;25;Thomas Partey
05-10-2020;20/21;Porto;Man Utd;15000000;40000000;-63;Alex Telles
05-10-2020;20/21;Man City U23;Fulham;1650000;2800000;-41;Tosin Adarabioyo
05-10-2020;20/21;Norwich;Everton;27500000;16000000;72;Ben Godfrey
05-10-2020;20/21;Peñarol;Man Utd;8650000;1800000;381;Facundo Pellistri
04-10-2020;20/21;CA Talleres;Man City;6500000;6700000;-3;Nahuel Bustos
02-10-2020;20/21;Slavia Praha;West Ham;6000000;2000000;200;Vladimír Coufal
02-10-2020;20/21;Saint-Étienne;Leicester;35000000;10000000;250;Wesley Fofana
29-09-2020;20/21;Benfica;Man City;71600000;35000000;105;Rúben Dias
29-09-2020;20/21;Fluminense U20;Liverpool;750000;100000;650;Marcelo Pitaluga
24-09-2020;20/21;Stade Rennais;Chelsea;24000000;7000000;243;Edouard Mendy
23-09-2020;20/21;Barcelona;Wolves;32000000;40000000;-20;Nélson Semedo
21-09-2020;20/21;Dijon;Arsenal;2000000;1200000;67;Rúnar Alex Rúnarsson
19-09-2020;20/21;Lyon;Aston Villa;18400000;9500000;94;Bertrand Traoré
19-09-2020;20/21;PAOK;Middlesbrough;4320000;3200000;35;Chuba Akpom
19-09-2020;20/21;Wolves;Liverpool;44700000;28000000;60;Diogo Jota
19-09-2020;20/21;Liverpool U23;Wolves;9800000;3600000;172;Ki-Jana Hoever
18-09-2020;20/21;Bayern Munich;Liverpool;22000000;48000000;-54;Thiago Alcántara
16-09-2020;20/21;Arsenal;Aston Villa;17400000;8000000;118;Emiliano Martínez
10-09-2020;20/21;Lyon;Fulham;3200000;5500000;-42;Kenny Tete
09-09-2020;20/21;Brentford;Aston Villa;34000000;12000000;183;Ollie Watkins
09-09-2020;20/21;Barnsley FC;Stoke City;2200000;900000;144;Jacob Brown
08-09-2020;20/21;Watford;Everton;22000000;20000000;10;Abdoulaye Doucouré
08-09-2020;20/21;Norwich;Newcastle;16500000;11000000;50;Jamal Lewis
07-09-2020;20/21;Bournemouth;Newcastle;22250000;20000000;11;Callum Wilson
05-09-2020;20/21;Napoli;Everton;24600000;28000000;-12;Allan
05-09-2020;20/21;Porto;Wolves;40000000;12000000;233;Fábio Silva
04-09-2020;20/21;Leverkusen;Chelsea;100000000;81000000;23;Kai Havertz
04-09-2020;20/21;West Ham;West Brom;13500000;4500000;200;Grady Diangana
03-09-2020;20/21;Atalanta;Leicester;20900000;18000000;16;Timothy Castagne
03-09-2020;20/21;Nott'm Forest;Aston Villa;15750000;4800000;228;Matty Cash
02-09-2020;20/21;Ajax;Man Utd;39000000;44000000;-11;Donny van de Beek
01-09-2020;20/21;Lyon;Wolves;2000000;2400000;-17;Marçal
01-09-2020;20/21;Lille;Arsenal;26000000;20000000;30;Gabriel
30-08-2020;20/21;Southampton;Fulham;6500000;2400000;171;Harrison Reed
28-08-2020;20/21;QPR;Crystal Palace;17800000;9000000;98;Eberechi Eze
26-08-2020;20/21;KAA Gent;Blackburn;500000;2400000;-79;Thomas Kaminski
26-08-2020;20/21;Leicester;Chelsea;50200000;40000000;26;Ben Chilwell
20-08-2020;20/21;Wigan;Fulham;2100000;3500000;-40;Antonee Robinson
17-08-2020;20/21;Sporting;West Brom;8250000;9500000;-13;Matheus Pereira
12-08-2020;20/21;Real Valladolid;Southampton;12000000;12000000;0;Mohammed Salisu
11-08-2020;20/21;Tottenham;Southampton;13300000;8000000;66;Kyle Walker-Peters
10-08-2020;20/21;Olympiacos;Liverpool;13000000;9000000;44;Konstantinos Tsimikas
05-08-2020;20/21;Bournemouth;Man City;45300000;28000000;62;Nathan Aké
04-08-2020;20/21;Valencia;Man City;33500000;45000000;-26;Ferran Torres
29-07-2020;20/21;KV Mechelen;Man City;4500000;1300000;246;Issa Kaboré
27-07-2020;20/21;Slavia Praha;West Ham;16200000;12000000;35;Tomáš Souček
01-07-2020;20/21;Leipzig;Chelsea;53000000;64000000;-17;Timo Werner
01-07-2020;20/21;Flamengo;Arsenal;6000000;4800000;25;Pablo Marí
01-07-2020;20/21;Ajax;Chelsea;40000000;40000000;0;Hakim Ziyech
01-07-2020;20/21;Coritiba FC;Man City;6000000;3600000;67;Yan Couto
31-01-2020;19/20;Hull City;West Brom;950000;4000000;-76;Kamil Grosicki
31-01-2020;19/20;Hull City;West Ham;21300000;10000000;113;Jarrod Bowen
30-01-2020;19/20;Olympiacos;Wolves;19600000;6000000;227;Daniel Podence
29-01-2020;19/20;Sporting;Man Utd;65000000;60000000;8;Bruno Fernandes
24-01-2020;19/20;Cardiff;Fulham;8900000;10000000;-11;Bobby De Cordova-Reid
20-01-2020;19/20;Genk;Aston Villa;10500000;12000000;-13;Ally Samatta
16-01-2020;19/20;FC St. Gallen;Middlesbrough;1100000;900000;22;Dejan Stojanovic
15-01-2020;19/20;Middlesbrough;West Ham;4700000;4500000;4;Darren Randolph
07-01-2020;19/20;Wolves;Fulham;11800000;10000000;18;Ivan Cavaleiro
01-01-2020;19/20;Salzburg;Liverpool;8500000;12500000;-32;Takumi Minamino
01-01-2020;19/20;Cukaricki;Man City;3000000;2000000;50;Slobodan Tedic
08-08-2019;19/20;Everton;Crystal Palace;3300000;5000000;-34;James McCarthy
08-08-2019;19/20;Sampdoria;Leicester;19200000;24000000;-20;Dennis Praet
08-08-2019;19/20;Amiens SC;Newcastle;5400000;2500000;116;Emil Krafth
08-08-2019;19/20;Basel;West Ham;11300000;7000000;61;Albian Ajeti
08-08-2019;19/20;Arsenal;Everton;30400000;25000000;22;Alex Iwobi
08-08-2019;19/20;Celtic;Arsenal;27000000;12500000;116;Kieran Tierney
08-08-2019;19/20;Gamba Osaka;Man City;1000000;500000;100;Ryotaro Meshino
08-08-2019;19/20;Girona;Man City;12000000;10000000;20;Pedro Porro
07-08-2019;19/20;Juventus;Man City;65000000;55000000;18;João Cancelo
06-08-2019;19/20;Estoril;Wolves;500000;225000;122;Renat Dadashov
05-08-2019;19/20;Leicester;Man Utd;87000000;50000000;74;Harry Maguire
04-08-2019;19/20;Juventus;Everton;27500000;40000000;-31;Moise Kean
02-08-2019;19/20;Mainz;Everton;25000000;28000000;-11;Jean-Philippe Gbamin
02-08-2019;19/20;Nice;Newcastle;18000000;25000000;-28;Allan Saint-Maximin
02-08-2019;19/20;Lazio;Wolves;8900000;1000000;790;Bruno Jordão
02-08-2019;19/20;Lazio;Wolves;17900000;2500000;616;Pedro Neto
01-08-2019;19/20;Burnley;Aston Villa;8800000;3000000;193;Tom Heaton
01-08-2019;19/20;Club Brugge;Aston Villa;12000000;6500000;85;Marvelous Nakamba
01-08-2019;19/20;Lille;Arsenal;80000000;65000000;23;Nicolas Pépé
30-07-2019;19/20;AC Milan;Wolves;18000000;28000000;-36;Patrick Cutrone
25-07-2019;19/20;Swansea;Crystal Palace;2800000;8000000;-65;Jordan Ayew
25-07-2019;19/20;Man City;Aston Villa;16800000;2500000;572;Douglas Luiz
25-07-2019;19/20;Saint-Étienne;Arsenal;30000000;12000000;150;William Saliba
24-07-2019;19/20;Kasimpasa;Aston Villa;10000000;6000000;67;Trezeguet
23-07-2019;19/20;Hoffenheim;Newcastle;43500000;35000000;24;Joelinton
20-07-2019;19/20;Rotherham;West Brom;1650000;1000000;65;Semi Ajayi
17-07-2019;19/20;Frankfurt;West Ham;50000000;40000000;25;Sébastien Haller
16-07-2019;19/20;Stade Reims;Aston Villa;8000000;6000000;33;Björn Engels
11-07-2019;19/20;Brentford;Aston Villa;13300000;3500000;280;Ezri Konsa
09-07-2019;19/20;Columbus Crew;Man City;6820000;5000000;36;Zack Steffen
08-07-2019;19/20;Monaco;Leicester;45000000;38000000;18;Youri Tielemans
08-07-2019;19/20;Bournemouth;Aston Villa;22300000;5000000;346;Tyrone Mings
04-07-2019;19/20;Newcastle;Leicester;33400000;20000000;67;Ayoze Pérez
04-07-2019;19/20;Atlético;Man City;70000000;80000000;-13;Rodri
03-07-2019;19/20;PSV;Man City;12000000;16000000;-25;Angeliño
01-07-2019;19/20;Real Madrid;Chelsea;45000000;35000000;29;Mateo Kovacic
01-07-2019;19/20;Liverpool;Southampton;25100000;15000000;67;Danny Ings
01-07-2019;19/20;RSC Anderlecht;Wolves;13800000;18000000;-23;Leander Dendoncker
01-07-2019;19/20;LOSC Lille;Aston Villa;9000000;7500000;20;Anwar El Ghazi
01-07-2019;19/20;Benfica;Wolves;38000000;35000000;9;Raúl Jiménez
01-07-2019;19/20;Barcelona;Everton;25000000;28000000;-11;André Gomes
01-07-2019;19/20;Wolves;Aston Villa;3400000;1000000;240;Kortney Hause
01-07-2019;19/20;Southampton;Aston Villa;15500000;7000000;121;Matt Targett
01-07-2019;19/20;Swansea;Man Utd;17800000;12000000;48;Daniel James
01-07-2019;19/20;Birmingham;Southampton;16700000;7000000;139;Ché Adams
01-07-2019;19/20;Villarreal;West Ham;28000000;25000000;12;Pablo Fornals
01-07-2019;19/20;Crystal Palace;Man Utd;55000000;35000000;57;Aaron Wan-Bissaka
01-07-2019;19/20;Standard Liège;Southampton;15700000;12000000;31;Moussa Djenepo
01-07-2019;19/20;PEC Zwolle;Liverpool;1900000;2000000;-5;Sepp van den Berg
31-01-2019;18/19;Atlético;Wolves;21000000;12000000;75;Jonny Otto
31-01-2019;18/19;Atlanta;Newcastle;24000000;15000000;60;Miguel Almirón
31-01-2019;18/19;SM Caen;Aston Villa;5000000;7000000;-29;Frédéric Guilbert
31-01-2019;18/19;Hajduk Split;Man City;6300000;550000;1045;Ante Palaversa
14-01-2019;18/19;Kawasaki Front.;Man City;1100000;700000;57;Ko Itakura
04-01-2019;18/19;Nott'm Forest;Blackburn;8300000;5000000;66;Ben Brereton Díaz
02-01-2019;18/19;Dortmund;Chelsea;64000000;50000000;28;Christian Pulisic
01-01-2019;18/19;Millwall;Middlesbrough;7800000;5000000;56;George Saville
09-08-2018;18/19;Arsenal;West Ham;4400000;7500000;-41;Lucas Pérez
09-08-2018;18/19;Barcelona;Everton;30250000;20000000;51;Yerry Mina
09-08-2018;18/19;Dinamo Zagreb;Leicester;14500000;11000000;32;Filip Benkovic
09-08-2018;18/19;Freiburg;Leicester;21100000;18000000;17;Çağlar Söyüncü
09-08-2018;18/19;Marseille;Fulham;24850000;18000000;38;Frank Anguissa
09-08-2018;18/19;Melbourne City;Man City;890000;1500000;-41;Daniel Arzani
08-08-2018;18/19;Athletic Club;Chelsea;80000000;20000000;300;Kepa Arrizabalaga
08-08-2018;18/19;Hibernian FC;Aston Villa;3100000;1750000;77;John McGinn
08-08-2018;18/19;Middlesbrough;Wolves;20000000;8000000;150;Adama Traoré
07-08-2018;18/19;FC Ingolstadt;Aston Villa;3000000;800000;275;Ørjan Nyland
06-08-2018;18/19;Newcastle;Blackburn;1900000;1500000;27;Adam Armstrong
05-08-2018;18/19;Monaco;Leicester;14000000;4000000;250;Rachid Ghezzal
02-08-2018;18/19;West Ham;Crystal Palace;10700000;12000000;-11;Cheikhou Kouyaté
02-08-2018;18/19;Mainz;Newcastle;10700000;6000000;78;Yoshinori Muto
01-08-2018;18/19;Barcelona;Everton;20200000;15000000;35;Lucas Digne
31-07-2018;18/19;PEC Zwolle;Man City;2500000;2500000;0;Philippe Sandler
30-07-2018;18/19;Newcastle;Fulham;24700000;15000000;65;Aleksandar Mitrović
30-07-2018;18/19;Charlton;Bolton;225000;300000;-25;Josh Magennis
28-07-2018;18/19;Scunthorpe Utd.;West Brom;840000;200000;320;Conor Townsend
28-07-2018;18/19;Peterborough;Sunderland;225000;400000;-44;Jack Baldwin
26-07-2018;18/19;Dep. La Coruña;Newcastle;4000000;3000000;33;Fabian Schär
24-07-2018;18/19;Monaco;Wolves;5600000;10000000;-44;João Moutinho
24-07-2018;18/19;Watford;Everton;39200000;25000000;57;Richarlison
20-07-2018;18/19;Liverpool;Leicester;14000000;2500000;460;Danny Ward
19-07-2018;18/19;Roma;Liverpool;72500000;60000000;21;Alisson
15-07-2018;18/19;Lazio;West Ham;38000000;30000000;27;Felipe Anderson
14-07-2018;18/19;Napoli;Chelsea;57000000;50000000;14;Jorginho
14-07-2018;18/19;Corinthians;West Ham;4000000;5000000;-20;Fabián Balbuena
13-07-2018;18/19;Stoke City;Liverpool;14700000;18000000;-18;Xherdan Shaqiri
13-07-2018;18/19;Mönchengladbach;Southampton;25000000;14000000;79;Jannik Vestergaard
11-07-2018;18/19;Dortmund;West Ham;20000000;23000000;-13;Andriy Yarmolenko
11-07-2018;18/19;FC Lorient;Arsenal;8000000;2500000;220;Mattéo Guendouzi
10-07-2018;18/19;Leicester;Man City;67800000;50000000;36;Riyad Mahrez
10-07-2018;18/19;Man City;Southampton;11300000;2000000;465;Angus Gunn
10-07-2018;18/19;Sampdoria;Arsenal;28650000;30000000;-5;Lucas Torreira
03-07-2018;18/19;Man Utd;West Brom;7350000;2500000;194;Sam Johnstone
02-07-2018;18/19;Bor. Dortmund;Arsenal;16000000;20000000;-20;Sokratis Papastathopoulos
01-07-2018;18/19;Swansea;West Ham;8000000;5000000;60;Lukasz Fabianski
01-07-2018;18/19;West Brom;Leicester;4000000;15000000;-73;Jonny Evans
01-07-2018;18/19;Sporting;Wolves;18000000;16000000;13;Rui Patrício
01-07-2018;18/19;Leverkusen;Arsenal;25000000;20000000;25;Bernd Leno
01-07-2018;18/19;Sparta Prague;Newcastle;4000000;4000000;0;Martin Dúbravka
01-07-2018;18/19;Celtic;Southampton;7950000;2000000;298;Stuart Armstrong
01-07-2018;18/19;Porto;Wolves;12000000;5000000;140;Willy Boly
01-07-2018;18/19;Sunderland;Middlesbrough;5700000;3000000;90;Paddy McNair
01-07-2018;18/19;Basel;Southampton;18000000;8500000;112;Mohamed Elyounoussi
01-07-2018;18/19;Shakhtar D.;Man Utd;59000000;32000000;84;Fred
01-07-2018;18/19;Porto;Leicester;22000000;20000000;10;Ricardo Pereira
01-07-2018;18/19;Monaco;Liverpool;45000000;45000000;0;Fabinho
01-07-2018;18/19;Toulouse;West Ham;25000000;22000000;14;Issa Diop
01-07-2018;18/19;Norwich;Leicester;25000000;10000000;150;James Maddison
01-07-2018;18/19;RB Leipzig;Liverpool;60000000;65000000;-8;Naby Keïta
01-07-2018;18/19;Dortmund;Newcastle;7000000;10000000;-30;Mikel Merino
01-07-2018;18/19;Atlético;Wolves;14000000;12000000;17;Diogo Jota
01-07-2018;18/19;Porto;Man Utd;22000000;15000000;47;Diogo Dalot
01-07-2018;18/19;Monaco;Wolves;2250000;500000;350;Rúben Vinagre
01-07-2018;18/19;Feirense;Stoke City;7200000;1500000;380;Peter Etebo
31-01-2018;17/18;Dortmund;Arsenal;63750000;65000000;-2;Pierre-Emerick Aubameyang
31-01-2018;17/18;Arsenal;Chelsea;17000000;20000000;-15;Olivier Giroud
31-01-2018;17/18;Galatasaray;Stoke City;16000000;7000000;129;Badou Ndiaye
31-01-2018;17/18;Midtjylland;Crystal Palace;16000000;2000000;700;Alexander Sørloth
30-01-2018;17/18;Athletic Club;Man City;65000000;25000000;160;Aymeric Laporte
30-01-2018;17/18;Roma;Chelsea;20000000;14000000;43;Emerson
30-01-2018;17/18;New York City;Man City;4000000;1750000;129;Jack Harrison
25-01-2018;17/18;Monaco;Southampton;22000000;6000000;267;Guido Carrillo
22-01-2018;17/18;Arsenal;Man Utd;34000000;70000000;-51;Alexis Sánchez
22-01-2018;17/18;Man Utd;Arsenal;34000000;35000000;-3;Henrikh Mkhitaryan
19-01-2018;17/18;Fleetwood;Blackburn;300000;500000;-40;Amari'i Bell
05-01-2018;17/18;Besiktas;Everton;22500000;10500000;114;Cenk Tosun
05-01-2018;17/18;Everton;Chelsea;16800000;25000000;-33;Ross Barkley
04-01-2018;17/18;PAS Giannina;Arsenal;2100000;450000;367;Konstantinos Mavropanos
03-01-2018;17/18;Valencia B;Wolves;2000000;1000000;100;Rafa Mir
01-01-2018;17/18;Al Ahly;West Brom;5000000;3000000;67;Ahmed Hegazy
01-01-2018;17/18;Southampton;Liverpool;84650000;30000000;182;Virgil van Dijk
31-08-2017;17/18;Liverpool;Crystal Palace;28200000;15000000;88;Mamadou Sakho
31-08-2017;17/18;Sporting CP;Leicester;20500000;25000000;-18;Adrien Silva
31-08-2017;17/18;Arsenal;Liverpool;38000000;22000000;73;Alex Oxlade-Chamberlain
31-08-2017;17/18;Torino;Chelsea;25000000;8500000;194;Davide Zappacosta
