player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,premium_discount_pct,player_name
525287,2024-06-30,23/24,141,931,Galatasaray,Fulham,$0.00,"$4,000,000.00",-100.00%,Carlos Vinícius
528888,2024-06-30,23/24,443,931,Vejle BK,Fulham,$0.00,"$600,000.00",-100.00%,Tyrese Francois
532826,2024-06-30,23/24,3709,985,Getafe,Man Utd,$0.00,"$25,000,000.00",-100.00%,Mason Greenwood
535955,2024-06-30,23/24,703,11,Nott'm Forest,Arsenal,$0.00,"$15,000,000.00",-100.00%,Nuno Tavares
541231,2024-06-30,23/24,39,31,Mainz,Liverpool,$0.00,"$12,000,000.00",-100.00%,Sepp van den Berg
559263,2024-06-30,23/24,3008,31,Hull City,Liverpool,$0.00,"$14,000,000.00",-100.00%,Fábio Carvalho
564529,2024-06-30,23/24,1025,1003,Bologna,Leicester,$0.00,"$15,000,000.00",-100.00%,Victor Kristiansen
571743,2024-06-30,23/24,931,631,Fulham,Chelsea,$0.00,"$22,000,000.00",-100.00%,Armando Broja
576121,2024-06-30,23/24,603,281,Cardiff,Man City,$0.00,"$4,000,000.00",-100.00%,Josh Wilson-Esbrand
607224,2024-06-30,23/24,368,985,Sevilla FC,Man Utd,$0.00,"$9,000,000.00",-100.00%,Hannibal
627228,2024-06-30,23/24,12321,281,Girona,Man City,$0.00,"$25,000,000.00",-100.00%,Yan Couto
656316,2024-06-30,23/24,1245,631,KAS Eupen,Chelsea,$0.00,"$4,000,000.00",-100.00%,Gabriel Slonina
662334,2024-06-30,23/24,1189,31,St. Pat's,Liverpool,$0.00,"$300,000.00",-100.00%,Marcelo Pitaluga
668547,2024-06-30,23/24,472,281,UD Las Palmas,Man City,$0.00,"$9,000,000.00",-100.00%,Máximo Perrone
670858,2024-06-30,23/24,762,631,Newcastle,Chelsea,$0.00,"$18,000,000.00",-100.00%,Lewis Hall
676318,2024-06-30,23/24,16795,985,Granada CF,Man Utd,$0.00,"$8,000,000.00",-100.00%,Facundo Pellistri
695454,2024-06-30,23/24,3329,543,Famalicão,Wolves,$0.00,"$3,000,000.00",-100.00%,Chiquinho
716276,2024-06-30,23/24,1050,543,Villarreal,Wolves,$0.00,"$6,000,000.00",-100.00%,Yerson Mosquera
741238,2024-06-30,23/24,677,631,Ipswich,Chelsea,$0.00,"$7,000,000.00",-100.00%,Omari Hutchinson
743598,2024-06-30,23/24,667,631,R. Strasbourg,Chelsea,$0.00,"$15,000,000.00",-100.00%,Ângelo
743627,2024-06-30,23/24,605,289,Aris Saloniki,Sunderland,$0.00,"$900,000.00",-100.00%,Jewison Bennette
748319,2024-06-30,23/24,506,180,Juventus,Southampton,$0.00,"$15,000,000.00",-100.00%,Carlos Alcaraz
811778,2024-06-30,23/24,294,985,Benfica,Man Utd,$0.00,"$7,000,000.00",-100.00%,Álvaro Carreras
848682,2024-06-30,23/24,159,405,Red Star,Aston Villa,$0.00,"$8,000,000.00",-100.00%,Kosta Nedeljkovic
1012534,2024-06-30,23/24,234,762,Feyenoord,Newcastle,$0.00,"$16,000,000.00",-100.00%,Yankuba Minteh
490606,2024-06-18,23/24,1092,631,Brommapojkarna,Chelsea,$0.00,"$700,000.00",-100.00%,Lucas Bergström
146795,2024-05-31,23/24,180,762,Southampton,Newcastle,$0.00,"$3,000,000.00",-100.00%,Ryan Fraser
148262,2024-05-31,23/24,1035,762,Sheff Wed,Newcastle,$0.00,"$500,000.00",-100.00%,Jeff Hendrick
238585,2024-05-31,23/24,34888,355,Salford,Bolton,$0.00,"$450,000.00",-100.00%,Declan John
260841,2024-05-31,23/24,512,1003,Stoke City,Leicester,$0.00,"$3,000,000.00",-100.00%,Daniel Iversen
346018,2024-05-31,23/24,1010,762,Watford,Newcastle,$0.00,"$3,500,000.00",-100.00%,Jamal Lewis
348623,2024-05-31,23/24,350,29,Sheff Utd,Everton,$0.00,"$5,000,000.00",-100.00%,Mason Holgate
371814,2024-05-31,23/24,603,31,Cardiff,Liverpool,$0.00,"$3,500,000.00",-100.00%,Nathaniel Phillips
381967,2024-05-31,23/24,1031,11,Luton,Arsenal,$0.00,"$15,000,000.00",-100.00%,Albert Sambi Lokonga
433183,2024-05-31,23/24,543,281,Wolves,Man City,$0.00,"$10,000,000.00",-100.00%,Tommy Doyle
444641,2024-05-31,23/24,1302,543,Northampton,Wolves,$0.00,"$200,000.00",-100.00%,Louie Moulden
484389,2024-05-31,23/24,1071,762,Wigan,Newcastle,$0.00,"$250,000.00",-100.00%,Kell Watts
484838,2024-05-31,23/24,6699,405,Exeter City,Aston Villa,$0.00,"$600,000.00",-100.00%,Viljami Sinisalo
485583,2024-05-31,23/24,512,543,Stoke City,Wolves,$0.00,"$4,500,000.00",-100.00%,Ki-Jana Hoever
496660,2024-05-31,23/24,987,164,Motherwell FC,Blackburn,$0.00,"$500,000.00",-100.00%,Jack Vale
503769,2024-05-31,23/24,1112,11,Wrexham,Arsenal,$0.00,"$1,800,000.00",-100.00%,Arthur Okonkwo
503975,2024-05-31,23/24,1039,543,QPR,Wolves,$0.00,"$1,500,000.00",-100.00%,Joe Hodge
503977,2024-05-31,23/24,180,281,Southampton,Man City,$0.00,"$22,000,000.00",-100.00%,Taylor Harwood-Bellis
505194,2024-05-31,23/24,641,1003,Middlesbrough,Leicester,$0.00,"$6,000,000.00",-100.00%,Luke Thomas
506189,2024-05-31,23/24,180,379,Southampton,West Ham,$0.00,"$9,000,000.00",-100.00%,Flynn Downes
507700,2024-05-31,23/24,677,985,Ipswich,Man Utd,$0.00,"$2,500,000.00",-100.00%,Brandon Williams
532541,2024-05-31,23/24,512,543,Stoke City,Wolves,$0.00,"$5,000,000.00",-100.00%,Luke Cundle
583199,2024-05-31,23/24,350,281,Sheff Utd,Man City,$0.00,"$12,000,000.00",-100.00%,James McAtee
610863,2024-05-31,23/24,991,405,MK Dons,Aston Villa,$0.00,"$800,000.00",-100.00%,Filip Marschall
614603,2024-05-31,23/24,2805,543,Wycombe,Wolves,$0.00,"$900,000.00",-100.00%,Chem Campbell
649452,2024-05-31,23/24,1031,281,Luton,Man City,$0.00,"$10,000,000.00",-100.00%,Issa Kaboré
696346,2024-05-31,23/24,337,931,Birmingham,Fulham,$0.00,"$3,500,000.00",-100.00%,Jay Stansfield
699018,2024-05-31,23/24,355,984,Bolton,West Brom,$0.00,"$250,000.00",-100.00%,Zac Ashworth
708271,2024-05-31,23/24,34888,984,Salford,West Brom,$0.00,"$275,000.00",-100.00%,Ethan Ingram
743414,2024-05-31,23/24,2262,405,Plymouth,Aston Villa,$0.00,"$2,000,000.00",-100.00%,Lino Sousa
747153,2024-05-31,23/24,1211,985,Port Vale,Man Utd,$0.00,"$900,000.00",-100.00%,Dan Gore
787232,2024-05-31,23/24,1132,631,Burnley,Chelsea,$0.00,"$12,000,000.00",-100.00%,David Datro Fofana
957224,2024-05-31,23/24,903,289,Hibernian FC,Sunderland,$0.00,"$300,000.00",-100.00%,Nectarios Triantis
967346,2024-05-31,23/24,903,289,Hibernian FC,Sunderland,$0.00,"$700,000.00",-100.00%,Eliezer Mayenda
54383,2024-02-01,23/24,350,164,Sheff Utd,Blackburn,$0.00,"$900,000.00",-100.00%,John Fleck
297257,2024-02-01,23/24,371,984,Celtic,West Brom,$0.00,"$1,200,000.00",-100.00%,Mikey Johnston
435062,2024-02-01,23/24,349,289,Barnsley,Sunderland,$0.00,"$2,500,000.00",-100.00%,Callum Styles
503679,2024-02-01,23/24,1211,31,Port Vale,Liverpool,$0.00,"$1,800,000.00",-100.00%,Rhys Williams
503743,2024-02-01,23/24,641,405,Middlesbrough,Aston Villa,"$9,400,000.00","$2,800,000.00",235.71%,Morgan Rogers
564449,2024-02-01,23/24,499,512,Vitesse,Stoke City,"$4,000,000.00","$3,500,000.00",14.29%,Million Manhoef
571743,2024-02-01,23/24,631,931,Chelsea,Fulham,$0.00,"$28,000,000.00",-100.00%,Armando Broja
591844,2024-02-01,23/24,875,405,Adelaide United,Aston Villa,"$1,500,000.00","$550,000.00",172.73%,Joe Gauci
696181,2024-02-01,23/24,3057,289,Standard Liège,Sunderland,"$1,800,000.00","$600,000.00",200.00%,Romaine Mundle
696324,2024-02-01,23/24,9252,164,Liverpool U21,Blackburn,$0.00,"$500,000.00",-100.00%,Billy Koumetio
743414,2024-02-01,23/24,9249,405,Arsenal U21,Aston Villa,,"$2,000,000.00",-100.00%,Lino Sousa
744149,2024-02-01,23/24,164,873,Blackburn,Crystal Palace,"$21,100,000.00","$10,000,000.00",111.00%,Adam Wharton
205657,2024-01-31,23/24,603,11,Cardiff,Arsenal,$0.00,"$800,000.00",-100.00%,Rúnar Alex Rúnarsson
348623,2024-01-31,23/24,180,29,Southampton,Everton,$0.00,"$5,000,000.00",-100.00%,Mason Holgate
576121,2024-01-31,23/24,1421,281,Stade Reims,Man City,$0.00,"$2,000,000.00",-100.00%,Josh Wilson-Esbrand
816124,2024-01-31,23/24,583,543,Paris SG,Wolves,$0.00,"$500,000.00",-100.00%,Noha Lemina
277033,2024-01-30,23/24,989,180,Bournemouth,Southampton,$0.00,"$9,000,000.00",-100.00%,David Brooks
493003,2024-01-30,23/24,1184,873,Genk,Crystal Palace,"$8,000,000.00","$10,000,000.00",-20.00%,Daniel Muñoz
633652,2024-01-29,23/24,9252,355,Liverpool U21,Bolton,$0.00,"$4,000,000.00",-100.00%,Calvin Ramsay
351749,2024-01-26,23/24,281,379,Man City,West Ham,$0.00,"$28,000,000.00",-100.00%,Kalvin Phillips
505194,2024-01-26,23/24,1003,641,Leicester,Middlesbrough,$0.00,"$10,000,000.00",-100.00%,Luke Thomas
953135,2024-01-26,23/24,9267,984,West Ham U21,West Brom,$0.00,"$1,000,000.00",-100.00%,Callum Marshall
994536,2024-01-25,23/24,209,281,River Plate,Man City,"$18,500,000.00","$12,000,000.00",54.17%,Claudio Echeverri
655006,2024-01-22,23/24,1041,631,Lyon,Chelsea,$0.00,"$3,000,000.00",-100.00%,Diego Moreira
848682,2024-01-22,23/24,159,405,Red Star,Aston Villa,"$7,600,000.00","$2,500,000.00",204.00%,Kosta Nedeljkovic
622380,2024-01-19,23/24,1003,631,Leicester,Chelsea,$0.00,"$10,000,000.00",-100.00%,Cesare Casadei
225122,2024-01-18,23/24,294,543,Benfica,Wolves,$0.00,"$18,000,000.00",-100.00%,Gonçalo Guedes
49693,2024-01-15,23/24,698,984,Bristol City,West Brom,$0.00,"$1,200,000.00",-100.00%,Andreas Weimann
183293,2024-01-15,23/24,989,180,Bournemouth,Southampton,$0.00,"$4,000,000.00",-100.00%,Joe Rothwell
444641,2024-01-15,23/24,1088,543,Rochdale,Wolves,$0.00,"$200,000.00",-100.00%,Louie Moulden
614603,2024-01-15,23/24,358,543,Charlton,Wolves,$0.00,"$900,000.00",-100.00%,Chem Campbell
626888,2024-01-15,23/24,12124,405,Aston Villa U21,Aston Villa,,"$2,200,000.00",-100.00%,Kaine Kesler-Hayden
614811,2024-01-14,23/24,1042,762,Crewe Alexandra,Newcastle,$0.00,"$300,000.00",-100.00%,Joe White
811778,2024-01-14,23/24,16795,985,Granada CF,Man Utd,$0.00,"$7,000,000.00",-100.00%,Álvaro Carreras
505194,2024-01-12,23/24,350,1003,Sheff Utd,Leicester,$0.00,"$10,000,000.00",-100.00%,Luke Thomas
668268,2024-01-12,23/24,995,11,FC Nantes,Arsenal,$0.00,"$7,000,000.00",-100.00%,Marquinhos
206225,2024-01-11,23/24,3057,762,Standard Liège,Newcastle,$0.00,"$3,000,000.00",-100.00%,Isaac Hayden
787232,2024-01-11,23/24,89,631,Union Berlin,Chelsea,$0.00,"$8,000,000.00",-100.00%,David Datro Fofana
532541,2024-01-09,23/24,543,512,Wolves,Stoke City,$0.00,"$4,000,000.00",-100.00%,Luke Cundle
532541,2024-01-07,23/24,2262,543,Plymouth,Wolves,$0.00,"$4,000,000.00",-100.00%,Luke Cundle
260841,2024-01-05,23/24,1003,512,Leicester,Stoke City,$0.00,"$4,000,000.00",-100.00%,Daniel Iversen
480723,2024-01-05,23/24,12124,641,Aston Villa U21,Middlesbrough,"$2,900,000.00","$1,500,000.00",93.33%,Finn Azaz
496660,2024-01-05,23/24,1198,164,Lincoln City,Blackburn,$0.00,"$450,000.00",-100.00%,Jack Vale
505652,2024-01-05,23/24,358,281,Charlton,Man City,$0.00,"$500,000.00",-100.00%,Slobodan Tedic
667287,2024-01-05,23/24,1237,164,Brighton,Blackburn,$0.00,"$5,000,000.00",-100.00%,Yasin Ayari
586986,2024-01-04,23/24,1220,873,Carlisle United,Crystal Palace,$0.00,"$1,200,000.00",-100.00%,Luke Plange
371814,2024-01-03,23/24,371,31,Celtic,Liverpool,$0.00,"$4,000,000.00",-100.00%,Nathaniel Phillips
503679,2024-01-03,23/24,370,31,Aberdeen FC,Liverpool,$0.00,"$1,800,000.00",-100.00%,Rhys Williams
743600,2024-01-03,23/24,703,631,Nott'm Forest,Chelsea,$0.00,"$14,000,000.00",-100.00%,Andrey Santos
503781,2024-01-02,23/24,1035,164,Sheff Wed,Blackburn,$0.00,"$2,200,000.00",-100.00%,John Buckley
377665,2024-01-01,23/24,2410,164,CSKA Moscow,Blackburn,$0.00,"$3,500,000.00",-100.00%,Arnór Sigurdsson
670845,2024-01-01,23/24,9251,985,Man Utd U21,Man Utd,,"$1,000,000.00",-100.00%,Omari Forson
724783,2024-01-01,23/24,24226,543,Wolves U21,Wolves,,"$100,000.00",-100.00%,Tawanda Chirewa
780630,2024-01-01,23/24,9251,985,Man Utd U21,Man Utd,,"$2,000,000.00",-100.00%,Willy Kambwala
790992,2024-01-01,23/24,9250,631,Chelsea U21,Chelsea,,"$300,000.00",-100.00%,Alfie Gilchrist
863741,2024-01-01,23/24,24226,543,Wolves U21,Wolves,,"$1,000,000.00",-100.00%,Nathan Fraser
865993,2024-01-01,23/24,6945,873,Palace U21,Crystal Palace,,"$700,000.00",-100.00%,David Ozoh
559263,2023-12-31,23/24,23826,31,Leipzig,Liverpool,$0.00,"$14,000,000.00",-100.00%,Fábio Carvalho
678194,2023-12-31,23/24,218,641,SJ Earthquakes,Middlesbrough,$0.00,"$1,000,000.00",-100.00%,Matthew Hoppe
716276,2023-12-31,23/24,51772,543,Cincinnati,Wolves,$0.00,"$3,500,000.00",-100.00%,Yerson Mosquera
182904,2023-09-01,23/24,131,405,Barcelona,Aston Villa,$0.00,"$10,000,000.00",-100.00%,Clément Lenglet
242631,2023-09-01,23/24,29,931,Everton,Fulham,"$25,700,000.00","$28,000,000.00",-8.21%,Alex Iwobi
253341,2023-09-01,23/24,11,873,Arsenal,Crystal Palace,"$1,200,000.00","$8,000,000.00",-85.00%,Rob Holding
282429,2023-09-01,23/24,148,985,Tottenham,Man Utd,$0.00,"$10,000,000.00",-100.00%,Sergio Reguilón
287579,2023-09-01,23/24,430,985,Fiorentina,Man Utd,$0.00,"$30,000,000.00",-100.00%,Sofyan Amrabat
296422,2023-09-01,23/24,5,931,AC Milan,Fulham,$0.00,"$3,500,000.00",-100.00%,Fodé Ballo-Touré
336077,2023-09-01,23/24,36,985,Fenerbahçe,Man Utd,"$5,000,000.00","$11,000,000.00",-54.55%,Altay Bayındır
349300,2023-09-01,23/24,371,512,Celtic,Stoke City,$0.00,"$4,000,000.00",-100.00%,Sead Haksabanovic
366729,2023-09-01,23/24,10690,289,Zorya Lugansk,Sunderland,"$2,500,000.00","$2,000,000.00",25.00%,Nazariy Rusyn
433183,2023-09-01,23/24,281,543,Man City,Wolves,$0.00,"$7,000,000.00",-100.00%,Tommy Doyle
447995,2023-09-01,23/24,289,180,Sunderland,Southampton,"$9,300,000.00","$2,800,000.00",232.14%,Ross Stewart
450050,2023-09-01,23/24,667,543,R. Strasbourg,Wolves,"$15,000,000.00","$10,000,000.00",50.00%,Jean-Ricner Bellegarde
478573,2023-09-01,23/24,27,31,Bayern Munich,Liverpool,"$40,000,000.00","$30,000,000.00",33.33%,Ryan Gravenberch
503977,2023-09-01,23/24,281,180,Man City,Southampton,$0.00,"$25,000,000.00",-100.00%,Taylor Harwood-Bellis
538998,2023-09-01,23/24,583,289,PSG,Sunderland,"$1,000,000.00","$5,000,000.00",-80.00%,Timothée Pembélé
568177,2023-09-01,23/24,281,631,Man City,Chelsea,"$47,000,000.00","$18,000,000.00",161.11%,Cole Palmer
601883,2023-09-01,23/24,543,281,Wolves,Man City,"$62,000,000.00","$45,000,000.00",37.78%,Matheus Nunes
669366,2023-09-01,23/24,29,1003,Everton,Leicester,"$8,800,000.00","$5,000,000.00",76.00%,Tom Cannon
874080,2023-09-01,23/24,9250,289,Chelsea U21,Sunderland,$0.00,"$200,000.00",-100.00%,Mason Burstow
258919,2023-08-31,23/24,985,873,Man Utd,Crystal Palace,"$17,500,000.00","$18,000,000.00",-2.78%,Dean Henderson
430310,2023-08-31,23/24,28760,379,A. Klagenfurt,West Ham,"$1,750,000.00","$800,000.00",118.75%,Andrew Irving
438001,2023-08-31,23/24,12321,543,Girona,Wolves,"$12,000,000.00","$8,000,000.00",50.00%,Santiago Bueno
532178,2023-08-31,23/24,399,641,Leeds,Middlesbrough,$0.00,"$5,000,000.00",-100.00%,Sam Greenwood
560694,2023-08-31,23/24,703,641,Nott'm Forest,Middlesbrough,$0.00,"$8,000,000.00",-100.00%,Lewis O'Brien
611793,2023-08-31,23/24,989,164,Bournemouth,Blackburn,$0.00,"$1,000,000.00",-100.00%,James Hill
695454,2023-08-31,23/24,512,543,Stoke City,Wolves,$0.00,"$2,000,000.00",-100.00%,Chiquinho
864121,2023-08-31,23/24,336,1003,Sporting,Leicester,$0.00,"$4,000,000.00",-100.00%,Abdul Fatawu
912081,2023-08-31,23/24,6499,512,Daejeon Hana C.,Stoke City,"$2,000,000.00","$275,000.00",627.27%,Jun-ho Bae
1060740,2023-08-31,23/24,9875,543,Libertad,Wolves,"$6,000,000.00","$1,900,000.00",215.79%,Enso González
381469,2023-08-30,23/24,2288,931,Swansea,Fulham,"$870,000.00","$400,000.00",117.50%,Steven Benda
262226,2023-08-29,23/24,1003,931,Leicester,Fulham,"$13,000,000.00","$25,000,000.00",-48.00%,Timothy Castagne
595809,2023-08-29,23/24,410,29,Udinese,Everton,"$25,000,000.00","$25,000,000.00",0.00%,Beto
543499,2023-08-27,23/24,610,379,Ajax,West Ham,"$43,000,000.00","$40,000,000.00",7.50%,Mohammed Kudus
396908,2023-08-26,23/24,141,1003,Galatasaray,Leicester,$0.00,"$7,000,000.00",-100.00%,Yunus Akgün
465555,2023-08-26,23/24,626,631,New England,Chelsea,"$16,000,000.00","$6,000,000.00",166.67%,Djordje Petrovic
724537,2023-08-26,23/24,39336,164,Brighton U21,Blackburn,$0.00,"$300,000.00",-100.00%,Andrew Moran
146795,2023-08-25,23/24,762,180,Newcastle,Southampton,$0.00,"$6,000,000.00",-100.00%,Ryan Fraser
348623,2023-08-25,23/24,29,180,Everton,Southampton,$0.00,"$9,000,000.00",-100.00%,Mason Holgate
412953,2023-08-25,23/24,26,512,Basel,Stoke City,"$5,800,000.00","$4,500,000.00",28.89%,Wouter Burger
486049,2023-08-24,23/24,273,281,Stade Rennais,Man City,"$60,000,000.00","$28,000,000.00",114.29%,Jérémy Doku
1082850,2023-08-24,23/24,221,631,Santos,Chelsea,"$16,000,000.00","$4,000,000.00",300.00%,Deivid Washington
348601,2023-08-22,23/24,1038,512,Sampdoria,Stoke City,"$2,500,000.00","$2,500,000.00",0.00%,Mehdi Léris
415912,2023-08-22,23/24,79,379,Stuttgart,West Ham,"$20,000,000.00","$15,000,000.00",33.33%,Konstantinos Mavropanos
670858,2023-08-22,23/24,631,762,Chelsea,Newcastle,$0.00,"$10,000,000.00",-100.00%,Lewis Hall
506189,2023-08-21,23/24,379,180,West Ham,Southampton,$0.00,"$9,000,000.00",-100.00%,Flynn Downes
146310,2023-08-18,23/24,79,31,Stuttgart,Liverpool,"$20,000,000.00","$6,500,000.00",207.69%,Wataru Endo
392085,2023-08-18,23/24,141,405,Galatasaray,Aston Villa,$0.00,"$27,000,000.00",-100.00%,Nicolò Zaniolo
628451,2023-08-18,23/24,180,631,Southampton,Chelsea,"$62,100,000.00","$32,000,000.00",94.06%,Roméo Lavia
262749,2023-08-15,23/24,1148,11,Brentford,Arsenal,$0.00,"$30,000,000.00",-100.00%,David Raya
392964,2023-08-15,23/24,800,641,Atalanta,Middlesbrough,"$7,100,000.00","$1,500,000.00",373.33%,Emmanuel Latte Lath
511534,2023-08-15,23/24,1177,641,Silkeborg IF,Middlesbrough,"$3,000,000.00","$700,000.00",328.57%,Lukas Engel
622380,2023-08-15,23/24,631,1003,Chelsea,Leicester,$0.00,"$12,000,000.00",-100.00%,Cesare Casadei
181579,2023-08-14,23/24,180,379,Southampton,West Ham,"$34,800,000.00","$38,000,000.00",-8.42%,James Ward-Prowse
417346,2023-08-14,23/24,399,29,Leeds,Everton,$0.00,"$22,000,000.00",-100.00%,Jack Harrison
687626,2023-08-14,23/24,1237,631,Brighton,Chelsea,"$116,000,000.00","$75,000,000.00",54.67%,Moisés Caicedo
204103,2023-08-12,23/24,543,931,Wolves,Fulham,$0.00,"$10,000,000.00",-100.00%,Adama Traoré
670688,2023-08-11,23/24,336,29,Sporting,Everton,"$12,500,000.00","$3,000,000.00",316.67%,Youssef Chermiti
401356,2023-08-10,23/24,610,379,Ajax,West Ham,"$38,000,000.00","$35,000,000.00",8.57%,Edson Álvarez
441892,2023-08-08,23/24,1058,164,Odd,Blackburn,"$1,000,000.00","$1,700,000.00",-41.18%,Leopold Wahlstedt
503981,2023-08-08,23/24,180,762,Southampton,Newcastle,"$37,200,000.00","$25,000,000.00",48.80%,Tino Livramento
336367,2023-08-07,23/24,641,180,Middlesbrough,Southampton,$0.00,"$800,000.00",-100.00%,Joe Lumley
403151,2023-08-05,23/24,1237,631,Brighton,Chelsea,"$23,000,000.00","$22,000,000.00",4.55%,Robert Sánchez
475959,2023-08-05,23/24,23826,281,Leipzig,Man City,"$90,000,000.00","$75,000,000.00",20.00%,Josko Gvardiol
610442,2023-08-05,23/24,800,985,Atalanta,Man Utd,"$79,800,000.00","$45,000,000.00",77.33%,Rasmus Højlund
743597,2023-08-05,23/24,614,873,Flamengo,Crystal Palace,"$20,000,000.00","$9,000,000.00",122.22%,Matheus França
386047,2023-08-04,23/24,162,631,Monaco,Chelsea,"$45,000,000.00","$30,000,000.00",50.00%,Axel Disasi
535927,2023-08-02,23/24,1132,512,Burnley,Stoke City,$0.00,"$2,200,000.00",-100.00%,Luke McNally
711999,2023-08-01,23/24,273,631,Stade Rennais,Chelsea,"$27,000,000.00","$9,000,000.00",200.00%,Lesley Ugochukwu
340328,2023-07-31,23/24,969,1003,Montpellier,Leicester,"$7,500,000.00","$6,000,000.00",25.00%,Stephy Mavididi
470596,2023-07-31,23/24,1148,355,Brentford,Bolton,$0.00,"$350,000.00",-100.00%,Paris Maghoma
461883,2023-07-28,23/24,610,931,Ajax,Fulham,"$22,500,000.00","$15,000,000.00",50.00%,Calvin Bassey
967346,2023-07-28,23/24,750,289,FC Sochaux,Sunderland,"$800,000.00","$300,000.00",166.67%,Eliezer Mayenda
357658,2023-07-27,23/24,989,512,Bournemouth,Stoke City,$0.00,"$2,000,000.00",-100.00%,Mark Travers
206040,2023-07-25,23/24,543,931,Wolves,Fulham,"$6,400,000.00","$6,000,000.00",6.67%,Raúl Jiménez
568005,2023-07-25,23/24,1237,984,Brighton,West Brom,$0.00,"$5,000,000.00",-100.00%,Jeremy Sarmiento
355861,2023-07-23,23/24,1050,29,Villarreal,Everton,$0.00,"$25,000,000.00",-100.00%,Arnaut Danjuma
398065,2023-07-23,23/24,1003,762,Leicester,Newcastle,"$44,000,000.00","$35,000,000.00",25.71%,Harvey Barnes
395516,2023-07-22,23/24,15,405,Leverkusen,Aston Villa,"$55,000,000.00","$50,000,000.00",10.00%,Moussa Diaby
695454,2023-07-22,23/24,543,512,Wolves,Stoke City,$0.00,"$2,000,000.00",-100.00%,Chiquinho
485583,2023-07-21,23/24,543,512,Wolves,Stoke City,$0.00,"$3,500,000.00",-100.00%,Ki-Jana Hoever
171679,2023-07-20,23/24,13,543,Atlético,Wolves,$0.00,"$5,000,000.00",-100.00%,Matt Doherty
234509,2023-07-20,23/24,46,985,Inter,Man Utd,"$50,200,000.00","$35,000,000.00",43.43%,André Onana
699018,2023-07-20,23/24,984,355,West Brom,Bolton,$0.00,"$250,000.00",-100.00%,Zac Ashworth
169092,2023-07-19,23/24,466,512,Preston,Stoke City,$0.00,"$900,000.00",-100.00%,Daniel Johnson
42412,2023-07-18,23/24,1003,985,Leicester,Man Utd,$0.00,"$2,000,000.00",-100.00%,Jonny Evans
400536,2023-07-18,23/24,206,1003,Bröndby IF,Leicester,"$9,040,000.00","$3,500,000.00",158.29%,Mads Hermansen
743598,2023-07-16,23/24,221,631,Santos,Chelsea,"$15,000,000.00","$13,000,000.00",15.38%,Ângelo
357662,2023-07-15,23/24,379,11,West Ham,Arsenal,"$116,600,000.00","$90,000,000.00",29.56%,Declan Rice
420243,2023-07-14,23/24,610,11,Ajax,Arsenal,"$40,000,000.00","$42,000,000.00",-4.76%,Jurriën Timber
14086,2023-07-13,23/24,405,29,Aston Villa,Everton,$0.00,"$600,000.00",-100.00%,Ashley Young
399776,2023-07-12,23/24,1050,405,Villarreal,Aston Villa,"$33,000,000.00","$45,000,000.00",-26.67%,Pau Torres
262300,2023-07-11,23/24,2288,180,Swansea,Southampton,$0.00,"$2,500,000.00",-100.00%,Ryan Manning
335615,2023-07-07,23/24,25580,641,Melbourne City,Middlesbrough,$0.00,"$750,000.00",-100.00%,Tom Glover
503743,2023-07-07,23/24,9265,641,Man City U21,Middlesbrough,"$1,200,000.00","$1,800,000.00",-33.33%,Morgan Rogers
547924,2023-07-07,23/24,2671,5551,PAS Giannina,Newcastle,$0.00,"$250,000.00",-100.00%,Apostolos Stamatelopoulos
680531,2023-07-07,23/24,6954,641,Central Coast,Middlesbrough,"$585,000.00","$300,000.00",95.00%,Sam Silvera
640556,2023-07-06,23/24,1269,641,PEC Zwolle,Middlesbrough,,"$400,000.00",-100.00%,Rav van den Berg
346483,2023-07-05,23/24,631,985,Chelsea,Man Utd,"$67,700,000.00","$60,000,000.00",12.83%,Mason Mount
215810,2023-07-03,23/24,1302,543,Northampton,Wolves,$0.00,"$175,000.00",-100.00%,Tom King
397033,2023-07-03,23/24,5,762,AC Milan,Newcastle,"$60,800,000.00","$50,000,000.00",21.60%,Sandro Tonali
451276,2023-07-02,23/24,23826,31,Leipzig,Liverpool,"$70,000,000.00","$50,000,000.00",40.00%,Dominik Szoboszlai
51471,2023-07-01,23/24,631,281,Chelsea,Man City,"$29,100,000.00","$38,000,000.00",-23.42%,Mateo Kovacic
128901,2023-07-01,23/24,543,1003,Wolves,Leicester,"$8,700,000.00","$12,000,000.00",-27.50%,Conor Coady
249126,2023-07-01,23/24,148,1003,Tottenham,Leicester,"$11,600,000.00","$10,000,000.00",16.00%,Harry Winks
249565,2023-07-01,23/24,1003,405,Leicester,Aston Villa,$0.00,"$25,000,000.00",-100.00%,Youri Tielemans
262980,2023-07-01,23/24,989,873,Bournemouth,Crystal Palace,$0.00,"$20,000,000.00",-100.00%,Jefferson Lerma
309400,2023-07-01,23/24,631,11,Chelsea,Arsenal,"$75,000,000.00","$55,000,000.00",36.36%,Kai Havertz
344381,2023-07-01,23/24,23826,631,Leipzig,Chelsea,"$60,000,000.00","$80,000,000.00",-25.00%,Christopher Nkunku
346482,2023-07-01,23/24,180,355,Southampton,Bolton,$0.00,"$900,000.00",-100.00%,Dan Nlundulu
377665,2023-07-01,23/24,2410,164,CSKA Moscow,Blackburn,$0.00,"$4,500,000.00",-100.00%,Arnór Sigurdsson
